CD_CLIENTE,telemetria_moduloid_moda,telemetria_productlineid_moda,telemetria_slotid_moda,telemetria_statuslicenca_moda,telemetria_contagem
TFCP52,9,2,4134,,2
TFCPF7,533,3,533,Desconectado,5701
TFCPG1,5,2,4022,Desconectado,2165
TFCPH7,5075,1,4000,Desconectado,9
TFCPIP,5,2,4173,Desconectado,2274
TFCPN1,607,11,607,Conectado,58
TFCPNW,602,11,602,Conectado,320
TFCPOP,602,11,602,Conectado,512
TFCPP9,4,2,4022,Desconectado,1113
TFCPQ6,5,2,4022,Desconectado,611
TFCPQZ,602,11,602,Conectado,670
TFCPR8,2,2,4024,Desconectado,761
TFCPRD,12,2,4000,Desconectado,27725
TFCPRS,7,2,4026,Desconectado,2963
TFCPTO,6,2,4024,Desconectado,67
TFCPUN,5,2,4000,Desconectado,280
TFCPVM,602,11,602,Conectado,99
TFCPX1,6,2,4024,Desconectado,1020
TFCPX2,2,2,4024,Desconectado,2283
TFCPXC,602,11,602,Conectado,338
TFCPZW,2,2,0,Desconectado,2255
TFCQ72,4093,2,4000,Desconectado,13726
TFCQ95,7,2,4000,Desconectado,139
TFCQB8,5,2,4024,Desconectado,877
TFCQDN,28,2,4024,Desconectado,693
TFCQDV,616,11,616,Conectado,657
TFCQDZ,619,11,619,Conectado,391
TFCQEH,607,11,607,Conectado,1854
TFCQF7,43,2,4032,Desconectado,8831
TFCQFV,98,2,4134,Negado,6
TFCQGF,604,11,604,Conectado,18
TFCQGU,6,2,4024,Desconectado,805
TFCQL3,609,11,609,Conectado,23
TFCQLG,2,2,4024,Desconectado,4977
TFCQMJ,10,2,4024,Desconectado,7997
TFCQNH,4,2,4024,Desconectado,1159
TFCQO5,533,3,533,Desconectado,3814
TFCQOG,6,2,4133,Desconectado,152
TFCQOP,817,13,817,Conectado,4784
TFCQQ2,602,11,602,Conectado,165
TFCQRA,2,2,4024,Desconectado,1218
TFCQRT,601,11,601,Conectado,100
TFCQRY,516,3,0,Desconectado,269
TFCQSA,12,2,4154,Desconectado,537
TFCQTA,606,11,606,Conectado,47
TFCQTL,516,3,0,Desconectado,795
TFCQTM,818,13,818,Conectado,4737
TFCQV8,722,9,3502,Desconectado,4224
TFCQWE,5,2,4024,Desconectado,5377
TFCQWP,602,11,602,Conectado,730
TFCQXJ,4012,0,0,Desconectado,45
TFCR77,34,2,4024,Desconectado,4066
TFCR83,635,11,635,Conectado,783
TFCRA6,2,2,4024,Desconectado,3045
TFCRAG,602,11,602,Conectado,202
TFCRAJ,7,2,4026,Desconectado,312
TFCRE2,5,2,4024,Desconectado,834
TFCRF0,616,11,616,Conectado,1304
TFCRF2,722,9,3502,Desconectado,5602
TFCRFY,6,2,0,Desconectado,83
TFCRG6,4,2,4024,Desconectado,2405
TFCRGS,519,3,0,Desconectado,2143
TFCRGX,4093,2,4001,Desconectado,357
TFCRHB,811,13,811,Conectado,1130
TFCRIC,602,11,602,Conectado,633
TFCRIJ,613,11,613,Conectado,39
TFCRJ4,6,2,4024,Desconectado,3335
TFCRJ7,5,2,4024,Desconectado,119
TFCRJD,5,2,4024,Desconectado,20798
TFCRKY,635,11,635,Conectado,609
TFCRKZ,14,2,0,Desconectado,5146
TFCRLX,5,2,4024,Desconectado,1515
TFCRO4,601,11,601,Conectado,57
TFCROE,602,11,602,Conectado,539
TFCRPP,805,13,805,Conectado,2027
TFCRRV,6,2,4024,Desconectado,3546
TFCRT4,5,2,4000,Desconectado,1191
TFCRTY,10,2,4000,Desconectado,247
TFCRUB,4,2,4024,Desconectado,1067
TFCRUI,46,2,4024,Desconectado,2979
TFCRUS,2,2,4024,Desconectado,3140
TFCRVM,5,2,4024,Desconectado,363
TFCRW6,2,2,4024,Desconectado,759
TFCRW8,805,13,805,Conectado,591
TFCRW9,6,2,4000,Desconectado,245
TFCRWB,5537,6,4037,Desconectado,14
TFCRWT,523,3,0,Desconectado,5756
TFCRX2,6,2,4000,Desconectado,2027
TFCRXN,516,3,0,Desconectado,115
TFCRYK,818,13,818,Conectado,237
TFCRYN,738,9,3502,Desconectado,7517
TFCSAB,2,2,4024,Desconectado,363
TFCSBP,200,2,0,Desconectado,3534
TFCSCT,6,2,4024,Desconectado,7327
TFCSFC,41,2,4156,Desconectado,9891
TFCSFE,819,13,819,Conectado,1888
TFCSFO,605,11,605,Conectado,84
TFCSFS,4093,2,0,Desconectado,54
TFCSHA,4012,0,0,Desconectado,45
TFCSI8,6,2,4024,Desconectado,5316
TFCSI9,200,2,0,Desconectado,3417
TFCSID,515,3,0,Desconectado,3507
TFCSIG,520,3,4022,Desconectado,421
TFCSIH,516,3,4001,Desconectado,5423
TFCSIU,616,11,616,Conectado,1353
TFCSJ0,533,3,4001,Desconectado,4194
TFCSJQ,2,2,4025,Desconectado,230
TFCSLQ,515,3,0,Desconectado,609
TFCSM7,2,2,4024,Desconectado,573
TFCSNW,4,2,4024,Desconectado,409
TFCSNY,5582,6,4038,Desconectado,88
TFCSNZ,601,11,601,Conectado,243
TFCSO4,10,2,4024,Desconectado,3018
TFCSRM,602,11,602,Conectado,327
TFCSRS,6,2,4024,Desconectado,677
TFCSRU,2,2,4024,Desconectado,692
TFCSVE,602,11,602,Conectado,368
TFCSWJ,819,13,819,Conectado,1396
TFCSWQ,2,2,4024,Desconectado,1165
TFCSXX,722,9,3502,Desconectado,6256
TFCSYA,98,2,4134,,4
TFCSZN,84,2,4000,Desconectado,190
TFCT08,5,2,4022,Desconectado,3035
TFCT16,5,2,4024,Desconectado,2486
TFCT26,3033,2,3033,Desconectado,11517
TFCTBZ,6,2,4156,Desconectado,4596
TFCTD6,6,2,4024,Desconectado,510
TFCTIW,602,11,602,Conectado,417
TFCTKP,519,3,0,Desconectado,3850
TFCTLE,2,2,4022,Desconectado,150
TFCTM2,33,2,4000,Desconectado,1451
TFCTMX,635,11,635,Conectado,144
TFCTNX,819,13,819,Conectado,4763
TFCTNY,6,2,4024,Desconectado,1687
TFCTO3,6,2,4000,Desconectado,4876
TFCTOW,534,3,4001,Desconectado,10484
TFCTPS,5,2,4024,Desconectado,2246
TFCTQD,200,2,0,Desconectado,12961
TFCTQR,4001,0,0,Desconectado,198
TFCTRC,506,3,4024,Desconectado,544
TFCTRJ,602,11,602,Conectado,301
TFCTRW,6,2,4024,Desconectado,769
TFCTTJ,2,2,4024,Desconectado,990
TFCTU7,5,2,4024,Desconectado,2160
TFCTVE,5625,6,4000,Desconectado,2191
TFCTWT,602,11,602,Conectado,398
TFCTZB,6,2,4000,Desconectado,2933
TFCU35,520,3,0,Desconectado,325
TFCU91,6,2,4024,Desconectado,363
TFCU95,5,2,4000,Desconectado,54
TFCUAA,602,11,602,Conectado,178
TFCUCP,602,11,602,Conectado,672
TFCUDL,533,3,4001,Desconectado,295
TFCUGZ,4,2,4024,Desconectado,2990
TFCUJX,2,2,4024,Desconectado,348
TFCUK9,805,13,805,Conectado,478
TFCUKG,6,2,4024,Desconectado,420
TFCUKX,6,2,4024,Desconectado,490
TFCUN9,16,2,4026,Desconectado,762
TFCUOR,818,13,818,Conectado,600
TFCURD,5,2,0,Desconectado,2189
TFCUT6,4,2,4024,Desconectado,1745
TFCUTR,805,13,805,Conectado,330
TFCUX1,611,11,611,Conectado,160
TFCUYD,5631,6,4000,Desconectado,16231
TFCV77,69,2,4024,Desconectado,186
TFCVAS,818,13,818,Conectado,2211
TFCVBA,4,2,4024,Desconectado,173
TFCVD4,818,13,818,Conectado,113
TFCVE0,5,2,4022,Desconectado,647
TFCVE9,602,11,602,Conectado,131
TFCVEB,6,2,4000,Desconectado,472
TFCVED,818,13,818,Conectado,137
TFCVEO,818,13,818,Conectado,27
TFCVEU,818,13,818,Conectado,116
TFCVG6,606,11,606,Conectado,369
TFCVIC,2,2,4024,Desconectado,525
TFCVML,4012,0,0,Desconectado,74
TFCVN8,722,9,3502,Desconectado,1590
TFCVO9,520,3,0,Desconectado,1406
TFCVOL,722,9,3502,Desconectado,1464
TFCVQE,5,2,4000,Desconectado,10242
TFCVRY,4012,0,0,Desconectado,66
TFCVSO,9,2,4134,,4
TFCVSW,516,3,0,Desconectado,1238
TFCVU9,516,3,0,Desconectado,49
TFCVVH,516,3,0,Desconectado,499
TFCVVQ,533,3,533,Desconectado,10779
TFCVVU,513,3,0,Desconectado,7128
TFCVVV,5508,6,4037,Desconectado,1201
TFCVW1,5,2,4024,Desconectado,2174
TFCVXO,616,11,616,Conectado,645
TFCVXQ,5,2,4022,Desconectado,2992
TFCVY1,531,3,0,Desconectado,26479
TFCVYK,805,13,805,Conectado,6639
TFCVYU,738,9,4050,Desconectado,9088
TFCW66,5,2,4024,Desconectado,424
TFCW93,602,11,602,Conectado,205
TFCWD9,818,13,818,Conectado,111
TFCWE0,513,3,0,Desconectado,1420
TFCWE4,200,2,4001,Desconectado,824
TFCWEF,519,3,4029,Desconectado,1066
TFCWES,818,13,818,Conectado,135
TFCWET,4093,2,4093,Negado,33
TFCWEY,5,2,4024,Desconectado,974
TFCWFQ,5617,6,4037,Desconectado,5282
TFCWGK,531,3,0,Desconectado,7324
TFCWHP,602,11,602,Conectado,299
TFCWI4,520,3,0,Desconectado,1338
TFCWJ5,520,3,0,Desconectado,1093
TFCWKB,2,2,4022,Desconectado,323
TFCWLD,601,11,601,Conectado,215
TFCWLI,519,3,0,Desconectado,7445
TFCWLT,6,2,4000,Desconectado,1313
TFCWM2,2,2,4024,Desconectado,1804
TFCWME,818,13,818,Conectado,4992
TFCWMV,5,2,4024,Desconectado,4958
TFCWN6,506,3,0,Desconectado,296
TFCWND,2,2,0,Desconectado,7772
TFCWNX,6,2,4024,Desconectado,6370
TFCWOD,4012,0,0,Desconectado,100
TFCWQY,722,9,3502,Desconectado,11911
TFCWS0,5,2,4024,Desconectado,542
TFCWU3,818,13,818,Conectado,1682
TFCWWX,12,2,4024,Desconectado,2410
TFCWZO,805,13,805,Conectado,4300
TFCWZP,604,11,604,Conectado,3
TFCX12,602,11,602,Conectado,280
TFCXA8,534,3,534,Desconectado,121203
TFCXAV,6,2,4022,Desconectado,467
TFCXB1,534,3,4029,Desconectado,2766
TFCXB4,520,3,0,Desconectado,3763
TFCXBC,4,2,4024,Desconectado,12290
TFCXBZ,805,13,805,Conectado,8496
TFCXDA,10,2,4000,Desconectado,1408
TFCXE8,602,11,602,Conectado,317
TFCXED,818,13,818,Conectado,2731
TFCXEK,6,2,4024,Desconectado,32
TFCXFG,2,2,4024,Desconectado,1176
TFCXG0,217,2,4001,Desconectado,4849
TFCXGE,43,2,4000,Desconectado,51
TFCXGL,7,2,4001,Desconectado,50
TFCXHA,635,11,635,Conectado,679
TFCXHC,4,2,4022,Desconectado,592
TFCXHI,4093,2,4093,Negado,61
TFCXJ6,5,2,4022,Desconectado,267
TFCXK2,520,3,0,Desconectado,209
TFCXLB,5,2,4024,Desconectado,2776
TFCXLP,2,2,4024,Desconectado,1682
TFCXTF,602,11,602,Conectado,2466
TFCXTI,4093,2,4093,Negado,20
TFCXUX,14,2,0,Desconectado,13007
TFCXW4,6,2,4022,Desconectado,1442
TFCXWT,200,2,4024,Desconectado,1708
TFCXXC,200,2,4001,Desconectado,1311
TFCXXN,818,13,818,Conectado,24
TFCXYU,601,11,601,Conectado,269
TFCYA9,2,2,4000,Desconectado,978
TFCYC4,2,2,4022,Desconectado,425
TFCYDY,602,11,602,Conectado,97
TFCYEC,635,11,635,Conectado,887
TFCYEG,533,3,533,Desconectado,10628
TFCYFC,506,3,0,Desconectado,375
TFCYI5,722,9,3502,Desconectado,5757
TFCYIX,4093,2,0,Negado,45
TFCYKF,602,11,602,Conectado,147
TFCYMM,602,11,602,Conectado,677
TFCYO5,2,2,4022,Desconectado,212
TFCYO8,5,2,4024,Desconectado,2072
TFCYOB,533,3,4001,Desconectado,3422
TFCYOD,818,13,818,Conectado,7958
TFCYOE,501,3,4145,Desconectado,53
TFCYOS,613,11,613,Conectado,347
TFCYP5,533,3,4001,Desconectado,1442
TFCYR2,4,2,4000,Desconectado,17886
TFCYVO,6,2,4024,Desconectado,199
TFCYW1,516,3,0,Desconectado,926
TFCYX2,13,2,4024,Desconectado,5047
TFCYXS,5,2,4000,Desconectado,641
TFCYY4,4012,0,0,Desconectado,45
TFCZ14,601,11,601,Conectado,232
TFCZ45,519,3,0,Desconectado,1420
TFCZ56,821,13,821,Conectado,2601
TFCZ58,6,2,4024,Desconectado,3076
TFCZAS,602,11,602,Conectado,1101
TFCZBG,516,3,0,Desconectado,742
TFCZD5,5,2,4024,Desconectado,206
TFCZD9,4093,2,4001,Desconectado,234
TFCZDB,520,3,0,Desconectado,284
TFCZFQ,534,3,4029,Desconectado,2025
TFCZFS,2,2,4000,Desconectado,3803
TFCZFY,819,13,819,Conectado,3823
TFCZG2,519,3,4029,Desconectado,2903
TFCZG7,210,2,4150,Desconectado,714
TFCZG8,6,2,4024,Desconectado,7611
TFCZH7,6,2,4024,Desconectado,1343
TFCZLP,604,11,604,Conectado,24
TFCZN5,2,2,4024,Desconectado,10024
TFCZOA,200,2,4000,Desconectado,490
TFCZOB,635,11,635,Conectado,459
TFCZP7,534,3,4029,Desconectado,3303
TFCZQI,608,11,608,Conectado,577
TFCZR4,2,2,4024,Desconectado,431
TFCZR8,534,3,4029,Desconectado,19093
TFCZS8,2,2,4024,Desconectado,293
TFCZSD,6,2,4000,Desconectado,1487
TFCZUK,2,2,4024,Desconectado,456
TFCZUL,5,2,4022,Desconectado,1103
TFCZUY,602,11,602,Conectado,2194
TFCZVN,805,13,805,Conectado,408
TFCZWR,616,11,616,Conectado,1035
TFCZXC,2,2,4024,Desconectado,175
TFCZXE,6,2,4022,Desconectado,1322
TFCZXJ,4012,0,0,Desconectado,47
TFD031,77,2,4048,Desconectado,136
TFD055,516,3,0,Desconectado,392
TFD123,9,2,4134,,6
TFD156,2,2,4022,Desconectado,73
TFD315,506,3,0,Desconectado,111
TFD403,4,2,4022,Desconectado,112
TFD421,6,2,4024,Desconectado,3723
TFD430,5,2,4022,Desconectado,389
TFD438,6,2,4024,Desconectado,96
TFD505,43,2,4032,Desconectado,3227
TFD542,10,2,0,Desconectado,354
TFD555,602,11,602,Conectado,624
TFD578,6,2,4022,Desconectado,833
TFD589,604,11,604,Conectado,12
TFD598,818,13,818,Conectado,3902
TFD603,602,11,602,Conectado,273
TFD638,5,2,4022,Desconectado,642
TFD790,2,2,4024,Desconectado,292
TFD813,519,3,0,Desconectado,3404
TFD818,4,2,4024,Desconectado,2205
TFD830,602,11,602,Conectado,337
TFD845,6,2,4024,Desconectado,2943
TFD879,533,3,4001,Desconectado,10511
TFD975,6,2,4022,Desconectado,2156
TFDA37,533,3,4001,Desconectado,928
TFDA47,5,2,4022,Desconectado,457
TFDA67,2,2,4024,Desconectado,1127
TFDA94,533,3,4001,Desconectado,1132
TFDAAM,6,2,4024,Desconectado,3244
TFDAAQ,604,11,604,Conectado,6
TFDABC,4012,0,0,Desconectado,40
TFDABH,5,2,4024,Desconectado,261
TFDAC6,2,2,4024,Desconectado,48
TFDADK,216,2,4001,Desconectado,4137
TFDADM,6,2,4000,Desconectado,122
TFDAI9,5,2,4024,Desconectado,286
TFDAIL,722,9,3502,Desconectado,16437
TFDAKV,4093,2,4001,Desconectado,4404
TFDAKY,9,2,4134,,10
TFDAMP,2,2,4024,Desconectado,7183
TFDANK,6,2,4024,Desconectado,445
TFDANW,602,11,602,Conectado,1054
TFDAP1,5087,1,4000,Desconectado,404
TFDAS4,722,9,3502,Desconectado,5518
TFDATD,515,3,0,Desconectado,18168
TFDAZV,2,2,4024,Desconectado,980
TFDB05,819,13,819,Conectado,1783
TFDB49,5,2,4022,Desconectado,529
TFDB61,4012,0,0,Desconectado,43
TFDB66,2,2,0,Desconectado,2802
TFDB86,635,11,635,Conectado,452
TFDB97,602,11,602,Conectado,1104
TFDBAQ,613,11,613,Conectado,415
TFDBB1,5632,6,4000,Desconectado,9075
TFDBH8,46,2,0,Desconectado,10547
TFDBIF,6,2,4024,Desconectado,4511
TFDBIX,524,3,0,Desconectado,235
TFDBJE,5,2,4022,Desconectado,355
TFDBJH,2,2,0,Desconectado,1890
TFDBKB,2,2,4024,Desconectado,234
TFDBKE,4,2,4024,Desconectado,474
TFDBL6,6,2,0,Desconectado,830
TFDBLK,5,2,4022,Desconectado,347
TFDBMC,5,2,4022,Desconectado,18
TFDBP3,533,3,0,Desconectado,2196
TFDBPH,6,2,4024,Desconectado,652
TFDBQZ,4012,0,0,Desconectado,40
TFDBSF,6,2,4024,Desconectado,3550
TFDBSG,821,13,821,Conectado,1264
TFDBSI,611,11,611,Conectado,175
TFDBT7,515,3,0,Desconectado,218
TFDBT8,6,2,4024,Desconectado,685
TFDBUD,4012,0,0,Desconectado,45
TFDBUL,4093,2,4001,Desconectado,49
TFDBVW,9,2,4134,,2
TFDBWS,217,2,3004,Desconectado,15684
TFDBXI,506,3,0,Desconectado,1584
TFDBZ0,4093,2,4000,Desconectado,35827
TFDC28,5,2,4000,Desconectado,2082
TFDC66,4093,2,4093,Negado,12
TFDC75,635,11,635,Conectado,1985
TFDC78,12,2,4033,Desconectado,2351
TFDCA5,9,2,4134,,8
TFDCAJ,5078,14,4167,Desconectado,682
TFDCBH,2,2,4024,Desconectado,4063
TFDCCZ,6,2,4024,Desconectado,1437
TFDCD0,602,11,602,Conectado,294
TFDCDJ,602,11,602,Conectado,590
TFDCDY,6,2,4024,Desconectado,308
TFDCEX,46,2,4000,Desconectado,8868
TFDCGE,602,11,602,Conectado,195
TFDCGL,5,2,4024,Desconectado,1649
TFDCGT,533,3,4001,Desconectado,50804
TFDCMG,2,2,4000,Desconectado,2870
TFDCP9,613,11,613,Conectado,31
TFDCPA,805,13,805,Conectado,2854
TFDCT3,533,3,4001,Desconectado,1456
TFDCV6,5,2,4024,Desconectado,1266
TFDCVD,4,2,4024,Desconectado,8923
TFDCX5,7,2,4024,Desconectado,590
TFDCX9,821,13,821,Conectado,3268
TFDCXB,200,2,4001,Desconectado,967
TFDCY5,601,11,601,Conectado,543
TFDCYJ,217,2,3004,Desconectado,7141
TFDCYM,515,3,0,Desconectado,535
TFDCYP,815,13,815,Conectado,500
TFDCZF,6,2,4022,Desconectado,5
TFDD64,524,3,527,Desconectado,718
TFDD88,34,2,4000,Desconectado,4
TFDD98,534,3,4029,Desconectado,4664
TFDDAO,2,2,4024,Desconectado,292
TFDDBG,5207,6,4037,Desconectado,11243
TFDDBS,602,11,602,Conectado,253
TFDDCD,611,11,611,Conectado,125
TFDDCS,519,3,4029,Desconectado,77
TFDDDI,5,2,4024,Desconectado,6129
TFDDE8,6,2,4024,Desconectado,372
TFDDEF,601,11,601,Conectado,85
TFDDF3,506,3,0,Desconectado,16
TFDDFT,506,3,0,Desconectado,129
TFDDIF,7,2,4024,Desconectado,3048
TFDDJ8,4093,2,0,Desconectado,33
TFDDJH,6,2,4024,Desconectado,711
TFDDJO,602,11,602,Conectado,320
TFDDJR,533,3,4001,Desconectado,5738
TFDDKL,516,3,4145,Desconectado,123
TFDDLC,818,13,818,Conectado,2157
TFDDLM,604,11,604,Conectado,28
TFDDM5,2,2,4024,Desconectado,765
TFDDM7,4,2,4000,Desconectado,358
TFDDMR,5,2,4024,Desconectado,5174
TFDDNV,6,2,4024,Desconectado,6143
TFDDO0,533,3,4001,Desconectado,648
TFDDO3,5,2,4024,Desconectado,842
TFDDPD,805,13,805,Conectado,2303
TFDDQ8,601,11,601,Conectado,239
TFDDR1,200,2,4001,Desconectado,962
TFDDTY,6,2,4024,Desconectado,486
TFDDU3,5507,6,4037,Desconectado,4496
TFDDVO,9,2,4134,,6
TFDDWN,6,2,4024,Desconectado,2316
TFDE03,2,2,4024,Desconectado,1544
TFDE41,5554,6,4000,Desconectado,2599
TFDEAG,9,2,4134,,4
TFDEB2,533,3,4001,Desconectado,3902
TFDEBE,5,2,4024,Desconectado,644
TFDEBT,516,3,0,Desconectado,502
TFDEBV,516,3,0,Desconectado,418
TFDEC3,524,3,0,Desconectado,926
TFDECT,5,2,4024,Desconectado,856
TFDEDL,519,3,0,Desconectado,605
TFDEDM,2,2,4000,Desconectado,1927
TFDEDN,5,2,4022,Desconectado,213
TFDEDV,613,11,613,Conectado,437
TFDEF2,5,2,4024,Desconectado,1428
TFDEFM,5,2,4024,Desconectado,1227
TFDEHN,2,2,0,Desconectado,2239
TFDEL8,5209,6,4000,Desconectado,28524
TFDEM3,5,2,4000,Desconectado,5858
TFDEMF,6,2,4022,Desconectado,189
TFDEO6,200,2,4024,Desconectado,820
TFDEP9,613,11,613,Conectado,251
TFDEPJ,4,2,4022,Desconectado,1368
TFDEQ8,533,3,533,Desconectado,8421
TFDET7,533,11,4001,Conectado,2075
TFDEU6,805,13,805,Conectado,1145
TFDEUW,4,2,4024,Desconectado,1727
TFDEUZ,613,11,613,Conectado,240
TFDEXX,520,3,0,Desconectado,1128
TFDEY5,217,2,3004,Desconectado,2021
TFDEZH,6,2,4024,Desconectado,1813
TFDEZT,5,2,4024,Desconectado,217
TFDF16,4012,0,0,Desconectado,45
TFDF43,602,11,602,Conectado,750
TFDF53,6,2,4022,Desconectado,117
TFDF57,6,2,4022,Desconectado,111
TFDF74,534,3,4029,Desconectado,5259
TFDF76,5617,6,4037,Desconectado,2061
TFDF90,5,2,4024,Desconectado,2431
TFDF94,84,2,0,Desconectado,75
TFDF95,533,3,0,Desconectado,2336
TFDF96,5087,1,3023,Desconectado,1264
TFDFAF,9,2,4000,Desconectado,162
TFDFAG,2,2,4024,Desconectado,3544
TFDFBK,533,3,533,Desconectado,33440
TFDFBM,506,3,0,Desconectado,651
TFDFDQ,6,2,0,Desconectado,124
TFDFE9,608,11,608,Conectado,298
TFDFG9,4,2,0,Desconectado,3224
TFDFHJ,524,3,0,Desconectado,45
TFDFJK,533,3,4177,Desconectado,1963
TFDFKY,6,2,4024,Desconectado,399
TFDFN2,533,3,0,Desconectado,1857
TFDFR2,613,11,613,Conectado,137
TFDFS5,619,11,619,Conectado,1067
TFDFSN,13,2,4125,Desconectado,499
TFDFSZ,217,2,3004,Desconectado,10881
TFDFT4,533,3,4001,Desconectado,10062
TFDFT5,16,2,4025,Desconectado,174
TFDFT9,6,2,4024,Desconectado,450
TFDG01,2,2,4024,Desconectado,322
TFDGD8,84,2,4025,Desconectado,1101
TFDGF7,4012,0,0,Desconectado,47
TFDGFI,28,2,4024,Desconectado,7965
TFDGGR,533,3,4001,Desconectado,4859
TFDGGS,516,3,0,Desconectado,89
TFDGIE,531,3,0,Desconectado,4824
TFDGII,5,2,4024,Desconectado,1037
TFDGJ2,2,2,4024,Desconectado,2279
TFDGK2,722,9,3502,Desconectado,9125
TFDGKG,5075,1,4000,Desconectado,7234
TFDGKO,200,2,4001,Desconectado,1524
TFDGKQ,5200,6,0,Desconectado,21498
TFDGKR,506,3,0,Desconectado,918
TFDGKV,2,2,4024,Desconectado,302
TFDGM0,817,13,817,Conectado,5455
TFDGNH,4093,2,4024,Desconectado,1633
TFDGTN,94,2,4022,Desconectado,1014
TFDGU9,5629,6,4037,Desconectado,1433
TFDGVJ,5087,1,4000,Desconectado,2871
TFDGWT,200,2,4024,Desconectado,747
TFDGZ4,533,3,0,Desconectado,48819
TFDGZK,604,11,604,Conectado,3
TFDH05,516,3,0,Desconectado,115
TFDH20,5,2,4022,Desconectado,557
TFDH21,6,2,4024,Desconectado,43
TFDH34,2,2,4024,Desconectado,1094
TFDH35,10,2,4024,Desconectado,793
TFDH50,613,11,613,Conectado,21
TFDHBR,99,2,0,Desconectado,2
TFDHCA,611,11,611,Conectado,327
TFDHDT,5,2,4024,Desconectado,943
TFDHGP,4093,2,4001,Desconectado,740
TFDHHW,602,11,602,Conectado,277
TFDHKP,4,2,4024,Desconectado,3263
TFDHKX,6,2,4024,Desconectado,2287
TFDHL5,5,2,4024,Desconectado,289
TFDHLE,5,2,4024,Desconectado,407
TFDHM0,602,11,602,Conectado,569
TFDHMD,6,2,4024,Desconectado,74
TFDHMZ,6,2,4024,Desconectado,710
TFDHNL,4,2,4024,Desconectado,1323
TFDHOO,602,11,602,Conectado,655
TFDHQ0,516,3,0,Desconectado,852
TFDHQ1,2,2,4024,Desconectado,2182
TFDHQF,6,2,4024,Desconectado,1354
TFDHQV,2,2,4022,Desconectado,410
TFDHR5,613,11,613,Conectado,264
TFDHW1,506,3,4022,Desconectado,273
TFDI78,2,2,4024,Desconectado,149
TFDI94,216,2,4024,Desconectado,2680
TFDIBZ,6,2,4024,Desconectado,1134
TFDID7,602,11,602,Conectado,342
TFDIDT,534,3,4029,Desconectado,8588
TFDIE8,6,2,4024,Desconectado,121
TFDIEI,516,3,0,Desconectado,254
TFDIEK,602,11,602,Conectado,261
TFDIEL,6,2,4024,Desconectado,607
TFDIEO,6,2,4024,Desconectado,763
TFDIG7,602,11,602,Conectado,139
TFDIGN,722,9,3502,Desconectado,1273
TFDIGX,5,2,4024,Desconectado,3953
TFDIM0,2,2,4024,Desconectado,3357
TFDIMB,610,11,610,Conectado,169
TFDIQT,6,2,4024,Desconectado,1401
TFDIR1,5,2,4024,Desconectado,386
TFDIR5,6,2,4024,Desconectado,3277
TFDIRI,533,3,0,Desconectado,12366
TFDISA,602,11,602,Conectado,1275
TFDISF,2,2,4024,Desconectado,380
TFDISJ,5,2,4022,Desconectado,1798
TFDISP,602,11,602,Conectado,393
TFDIT8,5,2,4022,Desconectado,258
TFDIUF,602,11,602,Conectado,369
TFDIUW,5,2,4022,Desconectado,2133
TFDIZQ,602,11,602,Conectado,124
TFDJ61,6,2,4024,Desconectado,574
TFDJ68,7,2,4025,Desconectado,149
TFDJA1,6,2,4024,Desconectado,445
TFDJAH,533,3,533,Desconectado,5659
TFDJF4,2,2,4024,Desconectado,5256
TFDJF7,604,11,604,Conectado,15
TFDJFT,5,2,4024,Desconectado,894
TFDJFZ,2,2,4024,Desconectado,2003
TFDJGW,6,2,4024,Desconectado,2311
TFDJHZ,601,11,601,Conectado,875
TFDJI0,604,11,604,Conectado,9
TFDJI5,602,11,602,Conectado,231
TFDJIH,534,3,4029,Desconectado,61731
TFDJIK,607,11,607,Conectado,94
TFDJIP,605,11,605,Conectado,77
TFDJIV,635,11,635,Conectado,822
TFDJIX,6,2,4022,Desconectado,62
TFDJJ2,2,2,4000,Desconectado,713
TFDJJ9,2,2,4024,Desconectado,212
TFDJJI,602,11,602,Conectado,483
TFDJJN,9,2,4134,,4
TFDJJQ,2,2,4024,Desconectado,648
TFDJJY,5,2,4022,Desconectado,289
TFDJLA,4007,0,4007,Desconectado,439
TFDJLF,515,3,515,Desconectado,1790
TFDJM3,6,2,4024,Desconectado,492
TFDJMF,217,2,3004,Desconectado,2405
TFDJMK,6,2,4022,Desconectado,692
TFDJNH,5,2,4000,Desconectado,427
TFDJON,821,13,821,Conectado,3276
TFDJPD,506,3,0,Desconectado,585
TFDK20,6,2,4024,Desconectado,1255
TFDKFX,506,3,0,Desconectado,288
TFDKJV,6,2,4024,Desconectado,385
TFDKKK,5,2,0,Desconectado,221
TFDKKT,608,11,608,Conectado,626
TFDKKV,519,3,0,Desconectado,388
TFDMAZ,604,11,604,Conectado,12
TFDMBC,531,3,0,Desconectado,10800
TFDMBJ,520,3,0,Desconectado,623
TFDMBQ,635,11,635,Conectado,336
TFDMC1,602,11,602,Conectado,117
TFDMC7,4,2,4024,Desconectado,1219
TFDMP7,533,3,4001,Desconectado,5783
TFDMWC,2,2,4024,Desconectado,3219
TFDMXM,604,11,604,Conectado,370
TFDN71,4093,2,4024,Desconectado,95
TFDN89,533,3,4001,Desconectado,1852
TFDN98,611,11,611,Conectado,440
TFDNEH,722,9,3502,Desconectado,3090
TFDNG1,6,2,4024,Desconectado,2945
TFDNI8,616,11,616,Conectado,693
TFDNK5,6,2,4024,Desconectado,312
