CD_CLIENTE;DS_PROD_moda;DS_LIN_REC_moda;CIDADE_moda;DS_CNAE_moda;DS_SEGMENTO_moda;DS_SUBSEGMENTO_moda;MARCA_TOTVS_moda;MODAL_COMERC_moda;PAIS_moda;PERIODICIDADE_moda;UF_moda;VL_TOTAL_CONTRATO_soma;faixa_vl_total_soma_contratos;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M
TDC0BR;CONSINCO ESTACAO SAT CDU;CDU TOTVS SERIE T;CARAPICUIBA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;717.7203645675723;0.0-0.5M;3277;1.0;119.45260710944
TDC0BT;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;BRASILIA;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;705.8024289295199;0.0-0.5M;2455;0.0;0.0
TDC0CA;CONSINCO ID VOICE PICK SMS;SMS TOTVS SERIE T;CONTAGEM;Comercio atacadista de calcados;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;3417.5973128256246;0.0-0.5M;2942;0.0;0.0
TDC0DE;CONSINCO LOJA IDMOBILE CDU;CDU TOTVS SERIE T;PASSOS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;1092.4227833423656;0.0-0.5M;2669;0.0;0.0
TDC0DF;CONSINCO NFC-E CDU POR PDV;CDU TOTVS SERIE T;SAOMATEUSDOSUL;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;2025.5067608684626;0.0-0.5M;1740;0.0;0.0
TDC0DW;CONSINCO MODULO MD-E CDU;CDU TOTVS SERIE T;CONTAGEM;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;51.90082306433744;0.0-0.5M;3491;0.0;0.0
TDC0DX;CONSINCO MODULO MD-E CDU;CDU TOTVS SERIE T;CONTAGEM;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;51.90082306433744;0.0-0.5M;3491;0.0;0.0
TDC0F2;CONSINCO MODULO MD-E SMS;SMS TOTVS SERIE T;FRANCODAROCHA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;1199.8271352353465;0.0-0.5M;2700;0.0;0.0
TDC0FD;CONSINCO NF-E POR CNPJ SMS;SMS TOTVS SERIE T;MACAPA;Comercio varejista de produtos farmaceuticos, sem manipulacao de formulas;VAREJO;DROGARIA;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AP;1024.9929111609308;0.0-0.5M;3460;2.0;422.050464309672
TDC0G4;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;CUIABA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MT;705.8024289295199;0.0-0.5M;3004;0.0;0.0
TDC0G8;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;ICARA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;705.8024289295199;0.0-0.5M;2942;0.0;0.0
TDC0GL;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;BRASILIA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;705.8024289295199;0.0-0.5M;3065;0.0;0.0
TDC0GM;CONS SAT OU MFE BALANC CDU;CDU TOTVS SERIE T;LIMEIRA;Restaurantes e similares;SERVICOS;VIAGENS;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;862.337261881381;0.0-0.5M;1364;0.0;0.0
TDC0GU;CONSINCO ERP BACKOFFICE SUBSC;SMS TOTVS SERIE T;GUARULHOS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;154979.62432631306;0.0-0.5M;3065;4.0;95814.5651572119
TDC0GW;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;BRASILIA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;705.8024289295199;0.0-0.5M;3065;0.0;0.0
TDC0H7;CONSINCO PDV CDU;CDU TOTVS SERIE T;TUBARAO;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;33.39123907338662;0.0-0.5M;2059;0.0;0.0
TDC0I1;CONSINCO NF-E POR CNPJ SMS;SMS TOTVS SERIE T;LONDRINA;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;661.3634526932401;0.0-0.5M;2881;0.0;0.0
TDC0I6;CONSINCO NFC-E CDU POR PDV;SMS TOTVS SERIE T;CONCORDIA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;2470.2160163912254;0.0-0.5M;2851;3.0;66.4924119883868
TDC0I8;CONSINCO SOMMA CNPJ CDU;CDU TOTVS SERIE T;BOAVISTA;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RR;674.4963031106219;0.0-0.5M;1999;0.0;0.0
TDC0IK;CONSINCO ERP BACKOFFICE CDU;CDU TOTVS SERIE T;RIOBRANCO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AC;5083.081524848075;0.0-0.5M;1637;0.0;0.0
TDC0IM;CONSINCO MD-E POR CNPJ SMS;SMS TOTVS SERIE T;NOVASERRANA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;2747.5486908102603;0.0-0.5M;2516;0.0;0.0
TDC0IN;CONSINCO NFC-E SUBSC. POR PDV;SAAS SERIE T;CONTAGEM;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;78187.32458535644;0.0-0.5M;1999;6.0;11532.2275206885
TDC0IX;CONSINCO MD-E POR CNPJ SMS;SMS TOTVS SERIE T;CABODESANTOAGOSTINHO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;961.401160756409;0.0-0.5M;2942;1.0;183.603470543895
TDC0IY;CONSINCO MÓDULO CT-E SMS;SMS TOTVS SERIE T;MATIPO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;2104.001185642264;0.0-0.5M;2761;0.0;0.0
TDC0J0;CONSINCO ERP BACKOFFICE CDU;SMS TOTVS SERIE T;BRACODONORTE;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;39413.180675784315;0.0-0.5M;2424;7.0;30046.2339695903
TDC0J5;CONSINCO MD-E POR CNPJ SMS;SMS TOTVS SERIE T;SAOPAULO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;11991.440084130598;0.0-0.5M;2912;2.0;1803.94245829226
TDC0J8;CONSINCO MODULO ANALYTICS CDU;CDU TOTVS SERIE T;RIOBRANCO;Servicos combinados de escritorio e apoio administrativo;SERVICOS;PROVEDOR SERVICOS;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AC;340.29805007573697;0.0-0.5M;2151;0.0;0.0
TDC0JP;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;BALNEARIOCAMBORIU;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;705.8024289295199;0.0-0.5M;3369;0.0;0.0
TDC0K3;CONSINCO ESTACAO SAT CDU;SAAS SERIE T;INDAIATUBA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;110.78845707415742;0.0-0.5M;2335;1.0;19.0350661619407
TDC0K5;CONSINCO ERP BACKOFFICE CDU;CDU TOTVS SERIE T;CAMPINAS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;1639.1260263255936;0.0-0.5M;3491;0.0;0.0
TDC0KM;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;CAMPOGRANDE;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MS;705.8024289295199;0.0-0.5M;3004;0.0;0.0
TDC0KP;CONSINCO MODULO MD-E SMS;SMS TOTVS SERIE T;RECIFE;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;27858.0253170112;0.0-0.5M;3185;1.0;3512.44053890326
TDC0MZ;CONSINCO NFC-E SUBSC. POR PDV;SMS TOTVS SERIE T;VIDEIRA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;1992.7334888281628;0.0-0.5M;2335;1.0;20.3971159491467
TDC0NF;CLOUD EXCEDENTE TRAD;SAAS SERIE T;SENADORPOMPEU;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;19748.4691649914;0.0-0.5M;314;1.0;19748.4691649914
TDC0NZ;CONSINCO NFC-E SUBSC. POR PDV;CDU TOTVS SERIE T;RIBEIRAOPRETO;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;MANUFATURA;METAL-MECANICO & PLASTICO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4469.272106700742;0.0-0.5M;3399;3.0;1548.37315346694
TDC0O9;CONS SETUP HOSPEDAGEM TEF;SAAS SERIE T;CHAPECO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;9613.225486236299;0.0-0.5M;1073;0.0;0.0
TDC0OP;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;TUBARAO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;705.8024289295199;0.0-0.5M;2486;0.0;0.0
TDC0OT;CONSINCO REINF POR CNPJ CDU;CDU TOTVS SERIE T;FORTALEZA;Compra e venda de imoveis proprios;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;189.6990637273789;0.0-0.5M;2090;0.0;0.0
TDC0P7;CONSINCO SOMMA CNPJ CDU;CDU TOTVS SERIE T;MANAUS;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AM;705.9411562226619;0.0-0.5M;2090;0.0;0.0
TDC0PH;CONSINCO PDV CDU;CDU TOTVS SERIE T;FORTALEZA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;619.6401683166372;0.0-0.5M;2121;0.0;0.0
TDC0PZ;CONSINCO NF-E POR CNPJ SMS;SMS TOTVS SERIE T;SAOJOSE;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;869.1979571058246;0.0-0.5M;2151;1.0;222.636286205031
TDC0Q0;CONSINCO ERP BACKOFFICE CDU;CDU TOTVS SERIE T;RIBEIRAOPRETO;Comercio atacadista de paes, bolos, biscoitos e similares;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;2577.477437133698;0.0-0.5M;3765;0.0;0.0
TDC0QC;CONSINCO NF-E POR CNPJ SMS;SMS TOTVS SERIE T;SAOJOSE;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;794.0834336558343;0.0-0.5M;2121;1.0;178.109028964024
TDC0QT;CONSINCO ERP BACKOFFICE SUBSC;CDU TOTVS SERIE T;BELOHORIZONTE;Comercio varejista de artigos de armarinho;VAREJO;MODA;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;7212.247000694707;0.0-0.5M;1938;4.0;6236.54431717263
TDC0QU;CONSINCO NFC-E SUBSC. POR PDV;SAAS SERIE T;BELOHORIZONTE;Comercio varejista de outros artigos de uso domestico nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;21.12438327379679;0.0-0.5M;1371;1.0;20.9814521232875
TDC0SA;CONSINCO ESTACAO MF-E CDU;CDU TOTVS SERIE T;FORTALEZA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;1527.4085167731273;0.0-0.5M;1874;0.0;0.0
TDC0SI;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;PALHOCA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;705.8024289295199;0.0-0.5M;4281;0.0;0.0
TDC0SJ;CONSINCO ERP LOJA SUP SUBSC;SAAS SERIE T;CUIABA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MT;401.464174778969;0.0-0.5M;1412;0.0;0.0
TDC0SP;CONSINCOTEFMULTILOJACNPJ SMS;SMS TOTVS SERIE T;GUARULHOS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;17673.815107634582;0.0-0.5M;2182;6.0;6444.36200615575
TDC0T2;CONSINCO NFC-E CDU POR PDV;CDU TOTVS SERIE T;POCOSDECALDAS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;10191.903268359927;0.0-0.5M;1938;2.0;4791.02273806922
TDC0T5;CONS SAT OU MFE BALANC SUBSC;SAAS SERIE T;SAOPAULO;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1578.270987067586;0.0-0.5M;1271;0.0;0.0
TDC0T8;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;CHAPECO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;705.8024289295199;0.0-0.5M;2577;0.0;0.0
TDC0TJ;ADESAO P;RECEITA TRANSACIONAL;JUNDIAI;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;E COMMERCE (VTEX);MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;16755.230234170427;0.0-0.5M;1651;2.0;16009.3776560967
TDC0VF;CONSINCO PDV CDU;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista de bebidas;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;3015.414278436738;0.0-0.5M;1938;0.0;0.0
TDC0X0;CONSINCO NF-E POR CNPJ CDU;CDU TOTVS SERIE T;POA;Horticultura, exceto morango;AGROINDUSTRIA;AGROINDUSTRIA;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;35.60667190628032;0.0-0.5M;1999;0.0;0.0
TDC0X5;CONSINCO ERP LOJA SUP CDU;CDU TOTVS SERIE T;CRICIUMA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;705.8024289295199;0.0-0.5M;2455;0.0;0.0
TDC0XC;ADESAO P;SAAS SERIE T;VITORIA;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;MANUFATURA;BENS DE CAPITAL;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;2562.3561621812923;0.0-0.5M;283;1.0;5580.12880460143
TDC0YR;CONSINCO ORACLEASFU ATUALIZAC;SOFTWARE COMPLEMENTAR;BRASILIA;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;DF;12838.769575208502;0.0-0.5M;1843;1.0;2324.83822089383
TDC118;CONSINCO ERP LOJA SUP SUBSC;SAAS SERIE T;BLUMENAU;Comercio varejista de produtos farmaceuticos, sem manipulacao de formulas;VAREJO;DROGARIA;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;555.6574591768979;0.0-0.5M;1430;1.0;14.7807625056059
TDC11I;CONSINCO NFC-E CDU POR PDV;CDU TOTVS SERIE T;NITEROI;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;44.31706437261015;0.0-0.5M;233;1.0;44.3170643726101
TDC135;CONSINCO REINF POR CNPJ CDU;CDU TOTVS SERIE T;FORTALEZA;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;90.10547882399213;0.0-0.5M;2030;0.0;0.0
TDC13Q;CONSINCO ERP BACKOFFICE CDU;CDU TOTVS SERIE T;RIBEIRAOPRETO;Fabricacao de frutas cristalizadas, balas e semelhantes;MANUFATURA;BENS DE CONSUMO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;2663.5808437434403;0.0-0.5M;7568;1.0;1200.88650729206
TDC13R;CONSINCO NFC-E CDU POR PDV;CDU TOTVS SERIE T;BRASILIA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;3141.6519113380014;0.0-0.5M;1398;0.0;0.0
TDC14T;CONSINCO NFC-E CDU POR PDV;CDU TOTVS SERIE T;MARILIA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;8882.330232677661;0.0-0.5M;6048;2.0;2054.96739330285
TDC15M;CONSINCO MÓDULO NF-E CDU;CONSULTORIA TRADICIONAL AMS;RIBEIRAODASNEVES;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;AMS;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;MG;2297.9545530259757;0.0-0.5M;5773;0.0;0.0
TDC164;CONSINCO NF-E POR CNPJ SUBSC.;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;734.4895516082048;0.0-0.5M;2639;0.0;0.0
TDC168;CONSINCO MD-E POR CNPJ SMS;SMS TOTVS SERIE T;CABODESANTOAGOSTINHO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;2164.7301091792383;0.0-0.5M;3491;2.0;1656.36604539143
TDC16F;CONSINCO SITEF HOSPEDAGEM;SAAS SERIE T;CURITIBA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;267.491444320734;0.0-0.5M;356;1.0;267.491444320734
TDC17Y;CONSINCO LOJA IDMOBILE SUBSC;SAAS SERIE T;LEOPOLDINA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;48392.74192552462;0.0-0.5M;2059;0.0;0.0
TDC1FK;CONSINCO ERP BACKOFFICE CDU;SMS TOTVS SERIE T;RIBEIRAOPRETO;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;17832.683081425632;0.0-0.5M;6991;0.0;0.0
TDC1GA;CONS SAT OU MFE BALANC SUBSC;SAAS SERIE T;SERTAOZINHO;Preparacao de documentos e servicos especializados de apoio administrativo nao especificados anteriormente;SERVICOS;PROVEDOR SERVICOS;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;116741.17796113493;0.0-0.5M;5864;15.0;17360.3082405646
TDC1GL;CONSINCO NFC-E CDU POR PDV;CDU TOTVS SERIE T;MACAPA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AP;379.2636040189846;0.0-0.5M;824;0.0;0.0
TDC1GZ;CONSINCO ESTACAO SAT CDU;CDU TOTVS SERIE T;SAOJOAODABOAVISTA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;40.57142745779356;0.0-0.5M;3520;0.0;0.0
TDC1IM;CONSINCO MD-E POR CNPJ SUBSC.;SMS TOTVS SERIE T;CAMPINAS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;35336.56986653415;0.0-0.5M;7144;1.0;193.343808065366
TDC1IR;CONSINCO MD-E POR CNPJ SMS;SMS TOTVS SERIE T;CAIEIRAS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;5763.8541870089975;0.0-0.5M;3154;0.0;0.0
TDC1IV;CONSINCO NFC-E SUBSC. POR PDV;SAAS SERIE T;BRUSQUE;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;184.2844954374985;0.0-0.5M;212;1.0;184.284495437499
TDC1IY;CONSINCO NFC-E SUBSC. POR PDV;SAAS SERIE T;NOVATRENTO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;137.0751771957596;0.0-0.5M;212;1.0;137.07517719576
