CD_CLIENTE;DIAS_CLIENTE
TFDFHK;1098
TFECKR;312
TDCDPU;1684
TFEEED;219
TFDIGT;961
T11871;7794
TFDVTU;366
TDCGYE;1496
TB5707;3293
TDCETL;1865
TDCGMP;1397
TCAJID;1126
TDCG8P;3561
TDCCR4;1626
TB3288;4407
T47747;4637
TEXY91;4861
TFDGZK;1026
TDC0XC;283
T15841;6862
TFEEEH;216
TFDV42;1608
TFEEEK;219
T48834;10338
TFDUJI;457
TDCHEB;359
TFDQDH;695
TFCYW6;1466
TFDVPD;377
TFDAKY;1334
TFDIHU;958
TDCEG1;1536
TCAEUB;4722
TDCH1Y;466
TCAFB4;2593
TDCGUD;1459
TEZAXU;5119
TEZFTI;4253
TDCEXM;1222
TFCHVA;2280
TDC13R;1398
TCBMLV;2839
TFDFSN;4955
TDCE4I;1524
TFECJ0;317
T53735;6894
TFEC34;327
T03315;5940
TEZKD2;3834
TDCAEX;877
TEZHJ3;3737
T37851;4666
TFECM1;307
TB0580;7855
TFDRG5;632
TFCSD1;846
TFEDLP;256
TFBZSF;1696
TFCXEK;1544
T23692;4601
TFBWFU;3170
T53403;6116
T39941;5352
T13833;7405
T46472;5441
TDCEK9;1333
TEWGVB;5245
TFBTN8;2769
TCBA21;3805
TB4075;4299
TFDPA5;758
TFBTOL;1103
TFEEMG;206
TFDCF2;1241
TFCEZ4;2067
TFDPY5;720
TB3209;4198
T60409;8784
TB3441;4673
TFDPKH;748
TAAC31;5483
TFCX74;1560
T78810;5564
TFEBNZ;356
TDCCIH;657
T16695;4079
TFBZW5;2641
T14917;7138
TDCG1L;1318
TAACIN;5466
TAAOM7;5232
T20957;8663
TDCH64;417
TB4038;4166
TFBKR3;6583
TDCGNJ;1167
T07174;5081
TFDBXK;6556
T14081;8473
T09487;8392
TEZD38;4489
TDCG3Z;857
TDCGS9;1864
TEZFIJ;4297
TDCGD4;2558
TEYJBZ;4832
TDCH6L;1670
TEZOEO;6254
TFDOEH;808
TDCEDH;425
TFBKI9;3006
TFDBMF;1278
TFCZ18;1459
TA2685;5234
TFEDA3;283
TCAH56;3706
TDCEJK;3638
T31787;5292
TFDCFX;4055
T27070;11378
TCAOS3;4629
TDC84S;1517
T37536;9174
TFECR5;299
TB0901;6835
TDCEAP;1444
T53547;6353
T48548;5185
T53095;4531
TFEDE9;275
TFEDUA;242
TFDRDS;634
TEZKKB;3817
TFD438;1395
TFBYHB;2979
TFCNV6;2055
TFBR54;1858
TEXVFP;4896
T01531;8616
TEZNB9;3573
TFCUPX;1669
TAAHZQ;5409
TFCT97;1754
TFDUNC;450
TDCCCH;1810
T47387;7510
TFDUAP;480
TB3310;2183
TFCRIJ;1847
TFBGUG;3131
TFDN89;859
TFDSI4;398
T09845;8336
TDC9U1;1185
T38256;8987
TFDVTR;363
TDCC2G;1538
TFCUT9;1668
TFD542;1391
T98619;5659
TFCXNN;1530
T25567;11741
TAAOFB;5322
T06731;9082
TFDES7;1124
TDC88I;1768
T84400;6128
TDCCGJ;767
TFDS95;570
TDCH1O;846
TDCFZ6;1430
TFCJQH;2214
TFDFKY;1094
TFCEAV;2438
TFEDR6;251
T54769;1348
T04398;9741
TFDVJB;389
TFDQUA;632
TFDN35;864
T12915;7584
TFEBY3;335
TFED23;289
T89704;5786
TFBBPR;3146
TDCD6M;3215
TDCFKS;671
T92214;5744
TEZIAZ;4960
TB1573;3205
TDCCST;503
TDCF3E;503
T11754;5710
TFDVRW;369
TDCFLN;1299
TEZFRP;2244
TEZBOW;4624
TEZII3;4009
TFBTQS;2763
TDCD1A;565
TFBKW9;6089
T47953;5260
TDC06I;4069
TFDHLE;1005
TA3091;4629
TCB237;4044
TDCDST;506
TDCH81;971
TFECM5;307
TB1250;6317
TDCFCE;1411
TDCE92;1179
TB4250;3999
T33465;5795
T75488;5429
TDCD9H;516
T51811;5764
TFCT07;1756
TDCFGH;1063
TB4162;4225
T03485;6477
TB1896;5547
TB1249;2053
TCAYL9;3247
TEZNE7;3582
T16055;6761
TEZDTC;4757
TEZDCB;4479
T09105;5459
TFED11;290
TFBWAT;2733
TDCD2C;747
T54623;5214
TFDAMF;1333
TAAFRL;5457
TA4295;5596
TFDSRW;534
T84495;6022
T75868;8117
TFDSSX;529
T19482;4745
TFECTO;297
TEYIYX;4841
TFDOAH;814
TDCDB7;2069
TA3197;6127
T84888;5836
TFCMY9;2092
TDCDEE;2494
TFBTD8;2790
TFDUEM;473
TFDV23;418
TAABOO;5779
T25583;11744
T34103;5576
TDC0QT;1938
TA3789;8664
TFDQMH;675
TFDSHW;549
TEZIRK;3981
TEWTV4;5137
TB4453;3871
T34593;5553
TFCW31;1599
TFBSL9;3877
TFDQJP;682
TFCUTR;1668
TEZKKU;509
T58203;4412
TB3887;4369
TB5739;3212
TDCEE5;1560
T35453;8896
TFCVEB;1640
T62508;5870
T13388;5176
TFDU66;481
TFBML1;2784
TEZZI6;3252
TFCDH3;2477
TFBTTQ;2762
TFDRCN;639
T10090;5176
TFBJDS;3117
T16867;6537
TFECYW;291
TDC873;1746
TDCA0C;1209
TEZUTW;3280
TFEEOP;205
TDCHDZ;363
TFECYG;293
TFBXPF;4629
TFCQMP;1887
TFDJJN;5659
TFEDSK;248
T75007;6311
T57883;5764
TFDRKX;607
TEZEGF;4374
TFBRPG;3933
TFCA84;4281
TEZLHF;3736
TFDNZL;818
TFDUWH;432
TFDISJ;936
TEWLRQ;5210
TFDEM9;853
TDCEO7;788
T77335;5002
TFEBTA;352
TFD177;1405
TFDPRM;730
TEWOW7;5198
TFDGYL;1027
TDCG6J;2294
TDCGC1;1154
TFDTR7;509
TFED09;290
T03882;9888
T30667;5178
TD0142;4400
TFEDWW;236
T13661;5673
T61086;5899
TDC9XP;1391
TFCUF5;1902
TFECKA;312
TFDVD8;409
TDCDX4;1683
TEZHP7;4076
TFCQDZ;1909
TDCDZ8;4899
TA3484;4010
TEZEPV;4363
TFCY74;6261
TEZFIE;4295
TEZE87;4388
TFCGNH;2326
TFCPES;1970
TEZJXE;3861
TFBZRY;2644
TDCEWI;1894
TCALSH;3398
TFCB99;2550
TFBUE6;2742
TFDQDJ;695
T29192;5584
TFCSY7;1756
T56396;11132
TDCDLP;1269
TD0106;4399
TDCFY6;1983
TFDD30;1203
TFDRS1;594
TFDEM6;1136
TDCD85;1326
TB3891;4318
TB6654;3035
T05512;9466
T02069;4923
TFBMMJ;2700
TFECVO;296
TFDHGW;1010
TFBKTI;2974
TFCLKI;2152
TFDOA4;804
TA2554;8171
TDCFH7;1538
TFBMEO;4421
TFDNH8;846
TFDVQE;373
TFCXX7;1514
TFDFFY;1096
TFDEG0;1147
T24393;5275
T79741;7179
TEY635;4846
TEZHJO;4100
TFDB31;1307
T21044;4925
T05615;7321
TDCD3F;558
TEZMIK;3644
TFCHHG;2305
TCALYY;5170
TFCNXT;5472
TFDUUO;439
TB5461;2517
T16878;6169
TDCA3S;1434
T23296;5774
T36816;6407
TFC821;2595
TFCSFV;1789
TFBMKB;3763
TFDNNV;844
TB3789;4430
TFDUGC;465
TFDPVO;724
T16607;5409
TDCEFQ;474
TB4287;3761
TFDSLE;542
TFEEK8;208
TFDELF;1719
TFCFEI;2397
TFCHVB;2280
TFDEUZ;1119
TFEDLN;256
TDCEN4;744
TDCHES;373
T10415;8157
TDCGYV;964
TFDTOX;513
TFDORH;783
TFBXMJ;6443
TFCDIY;2476
T61135;5899
TEZESD;4374
TEZJO2;3889
TFDUDC;475
TFDVHL;395
T96702;5673
T49747;5494
T30301;10594
TFDDMJ;1180
TFDATZ;1319
T98600;5666
TDCGQM;1069
TFCYZP;1460
TFDVLK;387
TDCH7P;1047
TEXKS8;5777
TDCC70;2278
TFCHIQ;2305
T15628;6893
TEZDIF;4455
TFDD64;1200
TDCFU8;1893
TCANK7;3386
TFDBUL;1270
TFCRUS;2060
TDC0B4;1878
TFCWNQ;1573
T49571;5766
TFDCT3;1214
TFCRG6;1850
TFDHZ1;979
T06244;9292
TFDNCN;851
TC5177;4048
T04281;9774
T00931;9918
TDCCB0;1328
TDCCNN;2652
TFD598;1391
TFDAJF;1411
TFECNX;4272
TFDHDT;1018
TDCEI5;2204
TB1231;6144
TFCYXS;1465
TFBTEW;3932
TFEBYQ;333
TDCE6W;2797
T12505;6675
TFDB30;1305
T03378;6815
TFCMKD;2113
TDCCCK;1612
TFCNZC;1909
TFBZRV;2643
TCAQN1;2973
TFBNKN;3287
TDCF66;1273
TFDSM2;542
TFCBS0;4372
TDC543;1269
T07402;8929
TEZGQJ;4178
TFCKQG;2181
TFCH51;2314
TFBJPS;5332
TEXPY0;4946
TFD505;1392
TB1462;4795
TFCRHB;1847
TDC1JB;212
TEZJEQ;3930
TDCG8X;2743
T35387;1423
TEZKD5;3832
TFDRHF;622
T14847;3672
TEZJT8;3881
TFDUH9;461
TDCF4S;478
T16565;6620
T57876;3672
T98879;5655
T21849;6387
T76192;6179
TFDQL8;669
T13875;7418
TDCEAY;1186
TFDRAX;642
T46200;7766
TFDS71;570
TFEBWE;342
TFCZXC;1423
T50843;5344
TFDRTC;4855
TEZEZI;4329
TFCLYM;2134
T22345;5261
TEZHBK;4132
T84673;7122
TEZESX;4350
TEZG31;4006
TB4565;3892
TFBMJJ;2475
TCA468;4246
TFBTU3;2762
TFECQA;300
TFCPEB;1949
TA3952;5760
T74600;5617
TFDIJ1;956
TDCCK4;1140
TEZHDF;5535
TEZHZA;4055
T92129;5753
TEZKFB;3831
TFCPU6;1934
TFDUVB;436
T07413;5722
T16951;6477
TFBZMO;2651
TDCDTJ;970
TFDVIM;391
TCBCQR;3659
TFD603;1391
TEZSQV;3309
TFDRTR;590
T53751;6782
TEZGWD;4773
TDCF74;1887
T17212;3411
TFDRZX;572
TFDANI;1332
TB4663;3472
TFBYFY;6492
TDCG9M;1553
TEXCRP;5116
TDCFQI;1207
TB6365;3140
TEXVCZ;4898
TDCEWN;1493
T40103;5959
TA2656;4629
TEZJJ5;3919
TEZHKM;4108
TEXHPU;5052
TFC407;2609
TDCCK2;1364
TB1978;5728
T54337;5891
TEYZ13;4742
TFCXW6;1515
TFDDN0;1179
T77693;3608
TEZOS8;3392
T77573;5759
TFBXJX;3450
TCBRBG;3653
TFDRTE;591
TA2634;8432
T55622;10994
TFCQTU;1878
TFBKQA;5816
TDC17Y;2059
TFDRL6;607
T05435;9474
TFEEGH;213
TFBXJA;1489
T29727;10754
TCAGBP;3852
TFECBB;325
T42063;5716
T08930;8545
TDCG94;2221
TB6548;3046
TA3451;5234
TFBRJ4;2830
T24080;6242
TFCYI5;1483
TEZHC9;4127
T84563;5962
TFCOEM;2040
TCBLAJ;3827
T16765;6544
TB3342;4246
T15159;7660
TFDHOO;999
T38269;4666
TDC09G;1697
TFCZRK;1425
TEZDWO;4405
T14450;5431
TEYSS9;4818
T24051;12136
TFDG48;1068
TFBRC1;2840
T16546;6586
T15389;6992
TFCHFM;5759
TFCNNH;509
TFBXKA;4629
TAA655;5500
TFEDT1;247
TDCD4K;598
TDCENI;1229
T84546;5758
TCABR7;3352
TB3563;3416
TFD421;1395
TDCGH6;4031
T13019;4889
TFEBUH;347
TCABXN;4345
TEZEHW;10005
TFCRAJ;1861
TFDTYX;489
TFDBOM;1266
T60033;5736
TFDUTQ;443
TFDTLZ;516
TFCYVM;1468
T00336;8790
TEWROI;5157
TEVZID;10373
TFDUYI;424
TFCDT2;2452
TB3562;4481
TDCEQR;1098
T50467;4514
TFCOD9;2042
T12562;7661
TB2946;4981
TFCPYH;1922
TDCDZH;1621
TFDJMF;895
T76404;5630
TFCTG8;1745
TDC29X;2069
T12132;7732
TDCGU4;1532
TFDQYN;656
TFEBO5;361
TFCVG6;1636
TD0342;4332
TDCD5M;412
TAABOR;5485
TFDVB6;416
T15055;6541
TDCA88;1286
TFDEDM;4534
TFDCP4;1217
TFEDRL;250
TFCEGB;1732
TFBXCY;5248
TDCGH7;1649
TB0830;4399
TEXVIX;4902
TDCG8S;3287
TB1574;3205
TFCJRT;2214
T07073;9032
TB4880;3352
T07800;8343
T37733;8243
TEZJI4;3918
TDCCDF;2273
TDCF25;933
TFCSJJ;3126
TFDIG7;1314
T07544;7022
TDCGAV;1854
TFEEYC;181
TFCBR1;2522
TA8479;5532
TDC33C;2628
TFCHIL;3961
TFCSYA;1756
TFBLKL;2917
TFDVQJ;374
T54151;4785
TEVZJE;5799
TDCH80;1228
TA3368;4381
T53093;6382
TFDQYV;656
T19328;9446
TFBUHO;2736
TFCKMG;2183
TDC88X;1525
TFDSMK;542
TFCRJD;1843
TEZAPE;6413
TFCNP1;2062
T02904;9172
TFCWZO;1551
TFDMXM;871
TFBYNZ;5354
TCAWJ7;4325
TFBXL4;3517
T84219;538
TFDTRP;509
T05409;9483
TDCCNU;2026
T74369;5641
TDCCQI;1180
TEWLYB;5219
TDCC3I;1165
TFDKFX;877
TDCGLI;4070
TFDJJY;4660
TDCCBR;1488
T49938;5169
TFDJNH;893
TFCRXD;2151
TDCGF3;1446
TFCNTA;3362
TFCT26;1756
TB4613;3701
TDCFZK;1222
TCANGN;3607
TFDRFS;632
TFDN23;864
TA3701;7373
TD0567;3742
TDCGQJ;1398
TFDUCT;478
TFBZTX;2641
TDCDFH;2650
T07602;5106
TFECOE;304
TEXFB9;7818
TB4336;4055
T25606;9631
TFEEDY;220
TDCDMS;1164
TFEERX;202
T02262;10688
TEZHXU;4050
TDCG21;1125
TDCCLE;671
TDCDPW;857
TCBS20;3692
TFDVFX;401
T00082;5585
TEZCY4;4498
TFCWNX;1572
TFCYOS;1482
TEZMDO;3658
TFBMK9;3622
T57248;6232
TFDVKE;387
TFDRXA;577
T41068;4358
TFEBZH;1115
TB6143;3280
TFCQO1;1885
TDCEO0;1503
T45609;9112
TFDNZH;817
T10494;8119
TEZFCB;4314
TEZC33;4617
TEWGXM;8741
TFCQ76;1116
TDCGZP;1549
TFDQVZ;661
T46391;4965
TFDRKQ;608
TDCFLQ;1222
TFDUQK;450
TFBSYD;2795
T57568;965
TDCG1N;1349
TFCF61;2791
TCAYA0;2490
TFEDEH;275
TA2821;5185
TFECJU;314
TEXHWR;5044
TFCLKN;2152
TFDPXN;723
TEZOW5;3370
TFEEIF;209
TFCRAA;881
TFCVV5;1607
TFCV77;1648
TEXHWC;5045
TFDSJJ;544
TB3740;4029
TFECV4;296
T52846;5577
TFBYGC;3170
T84944;5836
TEZLCP;3755
TDCFRZ;1662
T15878;6855
TFDPIV;752
TFBLXF;2882
TFCEOW;2421
T12016;7034
TFCBI4;2533
TFBTX1;2140
TA2514;7995
T10219;4702
TEZGDB;4216
TFDIC4;964
T53698;6240
TDC0K3;2335
T38088;4987
TDCC65;1168
TFCOKC;2032
TDCD02;1271
T16451;6582
TFDCAX;1243
TFDQNG;670
TFBYUA;2684
TEZOOO;3406
TFCJJG;3217
TA3424;5185
TFCMLT;3147
TFDPUJ;723
T44338;2925
TFCDV0;2459
TDCE84;690
T61949;7600
TDCCBG;2523
TEYTCA;4793
TDCF6K;880
T56076;2000
TDCFJQ;859
TFDAZX;1304
TFDBCW;1271
TFEBWJ;341
T84973;5637
T36286;5653
TFEEUL;191
TDC8HB;1026
TDCFEN;2270
TFCWQY;1559
TB2397;5298
TFDOK2;794
TFBODY;5155
TFCTM2;1735
TFDTNT;514
TDCGM3;1382
T04411;9732
TFCIZN;2242
TEZNWF;1787
TDCH3Y;1410
TF1244;3250
TDCE1D;1916
TCBOQQ;6625
TDC04H;3765
TFBO84;4252
T51729;5610
TEZLBN;5335
TFDRVW;577
T17812;1179
TFCDYY;4134
TDCE3V;1103
T17816;5366
TC3530;5121
T36739;5884
T02250;7320
TDCFIL;1168
TEZLTS;3218
TDCFUJ;1391
TCBIFX;5394
TFDHEF;1014
TFBXI9;5185
TFCZD5;1453
TA2995;4629
T16732;6597
T58657;5618
TFDTY8;486
TDC1KC;2608
TFDQR3;664
TFBW81;2734
TDCC2O;1698
TDCDAV;4864
T17975;1913
T14475;5603
TFCWPM;1558
TDCE4R;1293
TFEBOH;356
T05251;5578
TAAFTK;5451
T12368;8150
TDCFHV;1704
TFDOYB;2449
TFDFBM;1112
TFCXB4;1549
T40339;6935
TFDTZU;487
TFCBWV;2517
TB6275;3216
TFCUA3;2265
TFEEFA;213
TEYT36;4804
TDCFFQ;2760
TDCEIC;1524
TDC0G4;3004
TFCHUL;2281
TFDEDN;1150
TDCD5F;1102
TAA519;5701
T79375;6540
TEZKPO;3797
T24288;12070
TFDEIM;1097
TDCGWR;830
T60617;8734
TB2776;5130
TFDHXT;983
TDCFIB;1586
TDCC7X;2677
TFCVSW;1608
TFDP31;761
T37962;4666
TFCSL0;1777
TFCRE2;1854
T43391;9395
TFBQY8;2763
TDCA5P;1515
TFDSEC;558
TDCDQJ;1890
TFBSZN;2791
T03120;8518
TDCCTQ;880
T76764;3672
TEZSNS;3317
TFEC43;326
TFDSSE;530
TFCZNY;1432
TFEEL4;207
T11336;3408
TEXPSQ;6618
TDCGUM;1525
TEVNZF;5527
TA2872;5165
TB2715;4152
TFDHLF;1005
TFCZRV;1859
TFDD98;1200
TDC1NX;982
T06961;6942
TFDUXW;492
TFEBXN;338
TFBX17;2701
TEZEFA;4377
TFCG32;2358
TFDQK8;4989
TFD167;1405
TFEBRF;353
TAAKAL;5374
T02382;4896
TFDRLJ;606
TFBLVF;1789
TB6173;2517
TFCUHA;1685
TEZKS3;5730
TDCGGZ;2652
TEZJMJ;3895
TFEDH1;268
T51925;6460
TFDIR5;936
TFCGLX;2337
TC1076;5002
TDCDET;1371
TFEDZX;233
TEZMBW;3663
TFDIAR;970
T50725;3218
TFDADK;1349
TDCERZ;985
T45308;7822
TDCDB2;1760
TFCINL;2253
TFBSWH;1943
TFDVDW;405
TFCFT0;2369
T10731;3408
TFBKZ2;3145
T54430;6032
TFDNXB;822
TFBND6;3475
TFBYFG;6353
TFCWH9;1164
T06425;9214
TFCTWR;3960
T26955;3434
TEZG13;4226
TEZHBP;4132
TFCYQ5;1480
TFDPSO;2762
TAA670;5133
T84433;5800
TFCFCE;3433
TA3094;6630
TFCY03;1510
T76341;5787
TA2641;7720
T43739;691
TFDO88;814
T53393;9090
TEWEPY;5261
TEVNVG;5368
TDCDUJ;2187
TA4208;5599
TDCG71;1539
T05690;9424
TFCSBP;3819
TB4458;3884
TFCGAM;1188
TFDNXC;822
TEZJ40;3951
TB4187;4121
TDC08L;4008
TFDRED;633
TEZCPC;4765
TFBW68;2734
TEZDTW;4408
TFCCIT;2495
TFDPAW;755
T04488;9698
T52097;5792
T56241;13683
TFCBWY;2517
TFCND2;2077
T16236;6754
T75152;4636
TEWDR7;5284
TFDTQD;509
T43237;5763
TDCFSX;2980
TFDGV0;1032
TFDIF2;964
T22520;5500
TDCGLC;822
TDCGRO;2728
TB5304;3532
TFCSK0;4574
T02894;10286
TFDO92;814
TEZGZU;4140
TFEDRB;251
T57410;5612
TFCUV8;1662
TFDC28;7283
T24551;3931
TFCSL3;1777
TFBY32;3125
TEZFD5;4314
TFDCXU;1304
TFCWXS;1770
TDCH44;1117
TAAJWZ;5144
TDCG7V;1873
TFCZ56;1458
TFDUDM;474
T58144;5185
TFC527;2609
TEZVOX;3258
TFBNLY;3293
T01526;11157
TB4598;3777
TFDOGP;801
T10661;4211
TFDOAQ;814
TFDVOX;380
TFDPZ6;716
TFDU76;481
T12195;6487
TDC0J5;2912
T05077;9550
TDCEOU;774
TCAZKM;2420
TFBMX4;2216
T78646;6575
TB6240;3253
TDCC19;1450
TFCVXO;1605
TDCENE;2790
T02282;10644
TDCE5U;1427
TB1918;1992
T55053;8802
T60309;7734
T53407;6068
T54556;6218
TFCGWX;6157
TFDPXW;723
TFDF16;2110
TFECRT;299
TDC89U;1312
TEXPXZ;3583
TFCN22;2084
TDCA65;1188
TDCC6W;1346
TEZIK3;2852
TFCZE9;1452
TFDN30;864
TFEBXP;338
TB1398;6760
TFDDMG;1179
TB1925;5598
TEWOYT;5197
TDCCTK;1165
TEYIZG;4840
TDCDIS;1018
TDCDOK;1678
TFBZBR;2671
T57320;6222
TFDFPF;1088
T09736;8354
TFBX16;2704
TFDIT8;935
T29119;5777
TFDQZV;653
TDCEF4;1341
T00686;11527
TFCAJ0;2578
TDCC8T;559
TFBSJP;4142
TFDSP6;534
TA3900;8004
T25084;11888
T49424;8224
TDCD7Z;1455
TFEEAH;228
TFDNMJ;844
TFC440;2610
TFCUWW;865
TD0277;4342
TFDPNA;740
TA8467;5532
TFAB04;3217
TDC091;4008
TFD214;1404
TB3857;3928
TFDQUZ;661
TDCG7I;1369
TFCN65;1948
TFCWS0;1563
T17405;4286
TFDEL1;1138
TEXKLM;5508
TFCRRV;1822
T00255;4619
TDCH06;2762
TFDANF;1794
T09656;5995
TDCH6S;956
TEZBTH;4611
TDCHCM;387
TDCDA1;3118
TFCYW1;1467
T50734;6820
TEXHPI;5053
TFDACG;1349
TB6225;3150
T25254;5819
TDC0PZ;2151
TFDBUD;1270
T13934;7347
TEZDK0;4450
TDCCAJ;1837
T76118;5620
TDCECE;1332
TFDN29;864
TDCFFJ;431
TFBTRE;2763
TFDBWS;1264
TDC42B;1867
TDCFLM;1328
TDCGLU;615
TFCN33;2083
T53699;7478
TEZSOM;3314
TDC33K;2175
T29393;10845
TFDIEK;964
TDC35C;3916
TFCKDR;2190
TFDGJN;2833
T37265;4657
TFCVAS;1647
TFDDJR;1181
TDCH3P;1087
TFDRE6;634
T25978;5044
TFDQN2;674
TFDVDT;405
TFEE29;233
T06376;9250
TFDIHZ;957
T74756;5595
TDCE9N;1675
TFECYL;292
T58233;4742
TEZIRS;3979
TDCG5D;2580
TEZCVK;4500
TFED12;290
TEZGIV;4192
TEZFZF;4230
TFCYHL;1488
TFDSHI;549
TFECPO;303
TEZSOY;3313
TFDUJZ;1045
TDCCQK;1025
TFDH34;1026
TEZEB8;4388
TFCWLI;1574
TEVVMX;4314
TFDGF7;1063
TA2826;5690
TFDV49;1060
TDCABU;922
TFCUKG;1682
TDCEEV;993
TDCFBW;2419
TDCFQS;2378
TFEDTL;244
TEZBFK;4651
TDCACO;893
TEZCH0;4521
TFBXL8;5274
TFBKUH;2973
TFCLKJ;2152
TDCA2A;1307
TFDUWK;410
TAAONL;5470
T14063;7359
TDCG0H;1756
TFDQTS;661
TFDAAQ;1360
TEZH81;4139
TFDPYJ;719
TFDUMU;450
T11180;7692
TFCTKD;3113
TFCMEM;2124
T15467;5443
TEZMHC;3644
TFCUDE;4955
TFCW53;1599
TDC85D;1396
TDCGFH;465
TDCGVP;1129
TDCCJI;3442
TEYT42;4807
TFDUB1;480
TA0719;5624
TFCOI4;2032
TEZJGS;3925
TFBXLI;3182
TFDQNV;671
TFECTE;297
TFDCZZ;1207
TDCC5T;1452
T62003;7381
T61126;5382
TDCHBC;355
T06449;9224
T14012;7584
T80055;6933
TFDPFT;752
TFDBKD;1279
TFDKKC;877
TDCCLP;1493
TDCFQ4;1203
TFBY24;3014
TEWLVK;4877
T76763;5647
TDCH4F;1745
TDCA4M;1692
T51994;4862
TDCCMN;2481
T81201;5631
TFCZJX;1326
TEZIGS;4013
T16621;6597
T98884;5631
T81472;5709
TFCVWG;1605
TFCVXQ;1605
TEZLJF;3729
TDCFA5;459
TEWRO6;5157
TDCD19;573
TDCGJT;1538
T55270;1420
T45675;5672
TEZOUC;3376
TFCYX4;877
T15580;6927
TB2803;3999
TDCGUF;1066
T32848;6492
TCAQWQ;3238
T42836;5785
TDCGM2;635
TFDRIH;618
TDC0J8;2151
TFBYLI;2609
T15456;6978
TFDUOG;450
T16582;6632
TDCH5Y;2593
TFDFK7;1032
TDCCML;3029
TFDUE9;473
TDCDJI;2299
TFDBFQ;891
TCBLLU;3708
TDCDTX;856
T49295;6383
T32484;5191
TC8400;4329
TFDQH1;691
T43952;5792
TDC0J0;2424
T02202;9041
TFDQE9;695
TA3692;4150
TDCE5E;2616
TFEDKX;254
TFDN13;864
TEXKIE;5015
TA3905;6526
TFD578;1391
TB1096;697
TFDRRX;594
T81684;6390
TFCJGR;2224
TDCGQF;1788
TFCWND;1574
T73876;5709
TDCG6C;1167
TFDOPX;783
TFDDNV;1179
TFDKKT;878
T53489;4772
TEZIJ7;4011
TDCAEN;885
TDCEOY;3369
TEVVV9;5631
TDC023;5711
TFEEOR;205
T81545;5878
TFDUFE;471
T60435;5954
TB4172;3833
TFBKIU;3006
T53010;4582
TB4788;3761
TFBMP1;4350
TDC88O;2048
TEZMI3;3644
TDCFIM;1132
TFCMDN;2124
TDCD34;1237
TFDQXL;660
TFDVHC;396
TDCA7G;1089
TEVVVO;7888
TA3755;3856
T81709;5795
TDC04B;444
TDCFYJ;4034
T77620;1096
TFBLZ4;3418
T77270;4789
TFEBSD;353
TFCXEZ;2050
T84733;5487
T42308;7265
TDCF1L;1508
TFDGAB;1068
TFA753;3223
T52694;5648
TFDHL9;1005
T51425;4927
TEZHR7;4071
T20994;5302
TFBRBL;2841
TDCCKZ;1412
TFDS35;571
T32065;4553
TFDOBH;814
TFDRK0;612
T59290;5185
T16759;6575
TCAWN0;4829
TA2963;6157
TB5383;3511
TFDJDM;908
TFDS13;571
TFCBKW;3639
TFBZLA;2713
T79557;6178
TB5078;3608
T29964;11001
TFECR3;299
T05797;9396
TEZUUG;3278
TB4988;4399
TDCH0A;1076
T75243;5606
TFCIT0;2246
TDCELX;1985
TFDQTE;660
TFDHWO;985
TCAJLC;3566
T76001;5777
T34957;4415
T03450;10093
TCBINB;4939
TB1362;4106
TEZGUV;4162
TC2857;4674
TDCGWU;395
T54415;5763
TFDFKD;1095
T56291;10142
T61585;5785
TDCH0N;1228
T41764;8606
T75573;6418
TB2622;5080
T15560;6933
TFDHXZ;983
TEZFVF;4310
T26313;4660
TFC071;2628
TFDFXF;1080
TFCVE9;1641
TFECAD;325
TEWP91;5206
TFECP1;304
T55539;4632
TFCIBJ;2286
TFCPH7;4101
T89992;5771
TFCTBZ;1605
TEZOHE;5288
TFDVDI;408
TFDUGW;463
TFDMBQ;877
TDCCMW;1446
TFDPDN;754
TDCFG5;2481
TFCLJL;2153
TEVS97;5478
TFDRGV;626
TFBKIA;3006
TFDC39;1250
TFAIL1;5504
TA2836;5650
TFDVC9;397
TFBXPD;3538
TFBNFD;4955
TDC33Q;2938
TFEDFP;272
TCBJ30;4197
TFCVE0;1640
TFDSPG;507
TDCCLZ;1241
TFDNI8;846
TFDRV0;580
TFEDGF;269
TFDB73;1304
TFBTBH;2790
TFCDW5;2453
T16995;6492
TEYVPH;5605
TDCG2O;480
TFBXX1;4629
T35033;5487
TFCXO0;1531
TFDRCT;571
T35509;4657
TDCCM6;1042
TFDHF8;1007
T60430;5555
TA3799;8312
T50750;6796
TFCNMH;2063
TFDGF9;1061
TFCGYD;3210
TFDS01;572
TFDTL9;521
T04697;9656
TCBTCJ;2938
TDC1LS;1938
T25006;4661
TC3698;3709
TFDAW2;1314
TEZSQB;3309
TFDCXB;1209
T77352;5010
TFCJVK;2208
TEWU57;5137
TFEBWK;341
TAAKBN;5367
TEZK60;3846
TFCVRY;1609
TFCLFN;2155
T57936;5562
TFDGNH;1049
T47723;7405
TFCCMX;4104
TFDCP9;1217
TFEBLO;360
TDCDCS;797
TFCLPP;2148
TEZAZ9;4695
TFDUYV;423
TDCABO;934
TDCGN7;1090
TEZMEM;3663
TEZMIS;3664
TFBT24;2790
T43789;8664
TFCBW9;2517
T10159;5688
TDCGM5;983
TFCMYC;2092
TDCGVJ;891
TB1934;4714
TDCG9U;3446
TDCEAG;1213
TEZDFI;4471
TFCMLS;2116
TA2604;5442
TFDPTA;726
TFECTR;297
TFCZ42;1458
T55956;8664
TFDQQ9;667
TFDPQK;732
TB3552;4565
TDCDYN;1294
TCBLOF;3299
TFCFJQ;2383
