CD_CLIENTE;DS_PROD_moda;DS_LIN_REC_moda;CIDADE_moda;DS_CNAE_moda;DS_SEGMENTO_moda;DS_SUBSEGMENTO_moda;MARCA_TOTVS_moda;MODAL_COMERC_moda;PAIS_moda;PERIODICIDADE_moda;UF_moda;VL_TOTAL_CONTRATO_soma;faixa_vl_total_soma_contratos
TA3811;ASSINATURA MENSAL INTERNET CMN;RECEITA TRANSACIONAL;LONDRINA;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;PR;129.13829448512692;0.0-0.5M
TA3866;ASSINATURA MENSAL INTERNET CMN;RECEITA TRANSACIONAL;PORTOALEGRE;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RS;2.001036107129806;0.0-0.5M
TA3867;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;PORTOALEGRE;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;1649.2194878659693;0.0-0.5M
TA3873;ASSINATURA MENSAL INTERNET CMN;SAAS CMNET HOTAL;PORTOALEGRE;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;3086.871445976641;0.0-0.5M
TA3885;HIGS - INTEGRACOES;SAAS CMNET HOTAL;CAMACARI;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;BA;6402.306617047076;0.0-0.5M
TA3887;SISTEMA PONTO DE VENDA TOTVS;SAAS CMNET HOTAL;SALVADOR;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;BA;5635.737429864279;0.0-0.5M
TA3893;ASSINATURA MENSAL INTERNET CMN;RECEITA TRANSACIONAL;SAOPAULO;Gestao e administracao da propriedade imobiliaria*;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;263.44312967542743;0.0-0.5M
TA3900;EMISSOR FISCAL NFC-E;SAAS CMNET HOTAL;VITORIA;Outras atividades de ensino nao especificadas anteriormente;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;ES;13970.712821666684;0.0-0.5M
TA3905;FOLHA DE PAGAMENTO - FULL LOCA;SAAS CMNET HOTAL;SAOLUIS;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MA;6832.735369091015;0.0-0.5M
TA3945;HIGS - INTEGRACOES;SAAS CMNET HOTAL;RIODEJANEIRO;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;14085.167042365667;0.0-0.5M
TA3952;CONTABILIDADE - FULL LOCACO;SAAS CMNET HOTAL;SAOPAULO;Gestao e administracao da propriedade imobiliaria*;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;4930.157805375259;0.0-0.5M
TA4108;SMS TOTVS TEC USER;CDU TOTVS SERIE T;DIADEMA;Tratamento de dados, provedores de servicos de aplicacao e servicos de hospedagem na internet;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;188604.45493820583;0.0-0.5M
TA4192;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;SUZANO;Fabricacao de embalagens de cartolina e papel-cartao;MANUFATURA;PAPEL & CELULOSE;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;60038.37270257021;0.0-0.5M
TA4200;CDU LGT VENDAS E FATURAM TRAD;CDU TOTVS SERIE T;SANTAISABEL;Fabricacao de artefatos de cimento para uso na construcao;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;45989.6909383007;0.0-0.5M
TA4208;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;MATAO;Fabricacao de outros produtos alimenticios nao especificados anteriormente;MANUFATURA;BENS DE CONSUMO;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;333354.5977151468;0.0-0.5M
TA4245;CDU S1 MANUFATURA - TRAD;CDU TOTVS SERIE 1;SAOPAULO;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;VAREJO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;1819.812019856149;0.0-0.5M
TA4295;SMS TOTVS TEC USER;CDU TOTVS SERIE T;TAPEJARA;FABRICACAO DE ADUBOS E FERTILIZANTES, EXCETO ORGANOMINERAIS;AGROINDUSTRIA;AGROINDUSTRIA;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;88869.23787623593;0.0-0.5M
TA4315;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOJOSEDORIOPRETO;Servicos de engenharia;CONSTRUCAO E PROJETOS;ENGENHARIA & DESIGN;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;11508.92133544076;0.0-0.5M
TA4345;CDU S1 MANUFATURA - TRAD;SAAS SERIE T;SAOPAULO;Comercio atacadista especializado de materiais de construcao nao especificados anteriormente;VAREJO;MATERIAL DE CONSTRUCAO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;10678.667912991352;0.0-0.5M
TA4358;SMS TOTVS TEC USER;CDU TOTVS SERIE T;CUIABA;Fabricacao de tintas, vernizes, esmaltes e lacas;MANUFATURA;QUIMICA & RECICLAGEM;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;MT;32278.675609394548;0.0-0.5M
TA4367;CDU CORP TOTVS MANUFAT RB1.4;CDU TOTVS SERIE T;BARUERI;Edicao de livros;MANUFATURA;PAPEL & CELULOSE;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;91862.09845989369;0.0-0.5M
TA4372;CDU CORP TOTVS VAREJO RB1;CDU TOTVS SERIE T;RIBEIRAOPRETO;Comercio varejista de outros produtos nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;62910.91048064337;0.0-0.5M
TA4428;SMS FULL TOTVS TRAD;SMS TOTVS SERIE T;CAIEIRAS;Servicos combinados de escritorio e apoio administrativo;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;286294.1843052368;0.0-0.5M
TA6050;CDU CORP TOTVS EDUCACIONAL 1.5;CDU TOTVS SERIE T;SANTOANDRE;Educacao superior - graduacao e pos-graduacao;EDUCACIONAL;SUPERIOR;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;98973.29734103575;0.0-0.5M
TA6052;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;ANANINDEUA;Comercio atacadista de cerveja, chope e refrigerante;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;62684.04931778363;0.0-0.5M
TA6068;CDU LGT COMPRAS E SUPRIM TRAD;CDU TOTVS SERIE T;INDAIAL;Fabricacao de maquinas e equipamentos para a industria textil, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;17220.685525803874;0.0-0.5M
TA6091;CDU LGT ESTOQUE E CUSTOS TRAD;CDU TOTVS SERIE T;OSASCO;Comercio a varejo de pecas e acessorios usados para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;108854.68688877168;0.0-0.5M
TA6130;INTERA BACKOFFICE COMPLETO;CDU TOTVS SERIE T;SAOPAULO;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;77063.99083878781;0.0-0.5M
TA6133;CDU LGT G CAP HUMANO TRAD;CDU TOTVS SERIE T;SAOCAETANODOSUL;Limpeza em predios e em domicilios;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;24726.803175803;0.0-0.5M
TA6139;CDU CORP TOTVS CONSTRUCAO RB1;CDU TOTVS SERIE T;ARAUCARIA;Incorporacao de empreendimentos imobiliarios;CONSTRUCAO E PROJETOS;INCORPORADORAS;CONSTRUCAO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;PR;37544.570279601394;0.0-0.5M
TA6145;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;RIODEJANEIRO;Aluguel de outras maquinas e equipamentos comerciais e industriais nao especificados anteriormente, sem operador;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;39850.72655835218;0.0-0.5M
TA6163;CDU CORP TOTVS VAREJO RB1.8;CDU TOTVS SERIE T;TUPA;Fabricacao de estruturas metalicas;MANUFATURA;BENS DE CAPITAL;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;43665.76075059827;0.0-0.5M
TA6191;CDU LGT LOJA PDV TRAD;CDU TOTVS SERIE T;SAOLUIS;Comercio varejista de moveis;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MA;1188.6280592072085;0.0-0.5M
TA6227;SMS TOTVS TEC USER;SMS TOTVS SERIE T;VILAVELHA;Outras sociedades de participacao, exceto holdings;CONSTRUCAO E PROJETOS;CONSTRUTORAS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;123171.74290740912;0.0-0.5M
TA8052;SMS TOTVS TEC USER;CDU TOTVS SERIE T;VARGEMGRANDEPAULISTA;Fabricacao de outros produtos quimicos nao especificados anteriormente;MANUFATURA;QUIMICA & RECICLAGEM;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;235350.48707871232;0.0-0.5M
TA8056;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Holdings de instituicoes nao-financeiras;SERVICOS;PROVEDOR DE SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;3859.859923360253;0.0-0.5M
TA8057;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Holdings de instituicoes nao-financeiras;SERVICOS;PROVEDOR DE SERVICOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;5156.577563211411;0.0-0.5M
TA8241;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de outros produtos alimenticios nao especificados anteriormente;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;89878.59664184545;0.0-0.5M
TA8247;ADESAO TOTVS P;SAAS SERIE T;RECIFE;Desenvolvimento e licenciamento de programas de computador customizaveis;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;PE;3557.3797741663197;0.0-0.5M
TA8260;CDU LGT VENDAS E FATURAM TRAD;CDU TOTVS SERIE T;GOIANIA;Comercio varejista de combustiveis para veiculos automotores;VAREJO;VAREJO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;21080.162898143666;0.0-0.5M
TA8402;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;BARUERI;Fabricacao de material eletrico e eletronico para veiculos automotores, exceto baterias;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;57028.89427073689;0.0-0.5M
TA8414;CDU CORP TOTVS DIST/LOG RB2.8;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de maquinas, aparelhos e equipamentos para uso odonto-medico-hospitalar, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;203068.13729797862;0.0-0.5M
TA8436;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PARADEMINAS;Criacao de frangos para corte;AGROINDUSTRIA;AGROINDUSTRIA;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;50324.750694673196;0.0-0.5M
TA8438;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Producao e promocao de eventos esportivos;SERVICOS;PROVEDOR SERVICOS;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;26025.782490918107;0.0-0.5M
TA8440;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;NOVALIMA;Fabricacao de outras maquinas e equipamentos para uso na extracao mineral, pecas e acessorios, exceto na extracao de petroleo;MANUFATURA;BENS DE CAPITAL;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;35642.577052059765;0.0-0.5M
TA8446;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, hospitalar e de laboratorios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;42667.92896189153;0.0-0.5M
TA8453;SMS TOTVS TEC USER;CDU TOTVS SERIE T;MOGIGUACU;Comercio atacadista de frutas, verduras, raizes, tuberculos, hortalicas e legumes frescos;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;115971.7753740861;0.0-0.5M
TA8467;SETUP;CLOUD COMPUTING.;SAOPAULO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;CLOUD;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;399400.77444778616;0.0-0.5M
TA8471;CDU LGT VENDAS E FATURAM TRAD;SOFTWARE COMPLEMENTAR;BELOHORIZONTE;Comercio varejista de outros produtos nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;25371.464703173508;0.0-0.5M
TA8479;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Transmissao de energia eletrica;SERVICOS;UTILITES;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;20739.81019792209;0.0-0.5M
TA8480;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;LAGES;Transmissao de energia eletrica;SERVICOS;UTILITES;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;3775.7323297134417;0.0-0.5M
TA8483;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;LAGES;Transmissao de energia eletrica;SERVICOS;UTILITES;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;3775.7323297134417;0.0-0.5M
TA8520;CDU TOTVS SERIE3 MANUFATURA TR;CDU TOTVS SERIE 3;CAXIASDOSUL;Comercio atacadista especializado de materiais de construcao nao especificados anteriormente;VAREJO;MATERIAL DE CONSTRUCAO;MANUFATURA - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;28940.93897498733;0.0-0.5M
TA8583;SMS LGT10 G. CAP HUMANO TRAD;CDU WORKSITE;JUNDIAI;Holdings de instituicoes nao-financeiras;SERVICOS;PROVEDOR SERVICOS;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;443054.1422268641;0.0-0.5M
TA8589;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;BELOHORIZONTE;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;31097.513600872764;0.0-0.5M
TA8618;CDU S1 VAREJO FATURAMENTO;CDU TOTVS SERIE 1;CONTAGEM;Comercio varejista de materiais de construcao nao especificados anteriormente;VAREJO;MATERIAL DE CONSTRUCAO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;MG;1267.5722967193744;0.0-0.5M
TA8688;SMS TOTVS TEC USER;CDU TOTVS SERIE T;CATALAO;Fabricacao de outros produtos texteis nao especificados anteriormente;MANUFATURA;TEXTIL & VESTUARIO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;101661.92897083458;0.0-0.5M
TA8698;TRANS DOC ELETR TSS EXCEDENTE;CLOUD COMPUTING.;SAOPAULO;Fabricacao de materiais para medicina e odontologia;MANUFATURA;BENS DURAVEIS;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;32306.597630032335;0.0-0.5M
TA9001;ACESSO E-LEARNING VIRTUAL AGE	;SAAS SERIE T;SAOJOAONEPOMUCENO;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;15380.50581700014;0.0-0.5M
TA9009;ADESAO DE SOFTWARE VS PLUS;SAAS SERIE T;MARACANAU;Preparacao e fiacao de fibras de algodao;MANUFATURA;BENS DE CONSUMO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;11230.06266079718;0.0-0.5M
TAA394;SMS FULL TOTVS TRAD;SMS TOTVS SERIE T;PEDREGULHO;Cultivo de cafe;AGROINDUSTRIA;AGROINDUSTRIA;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;1182.6543778873947;0.0-0.5M
TAA395;MANUTENCAO HOSPEDAGEM;CLOUD COMPUTING.;BELOHORIZONTE;Transporte rodoviario coletivo de passageiros, com itinerario fixo, intermunicipal, exceto em regiao metropolitana;SERVICOS;VIAGENS;RJ CONSULTORES;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;1627.47293370172;0.0-0.5M
TAA519;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Construcao de estacoes e redes de telecomunicacoes;CONSTRUCAO E PROJETOS;CONSTRUTORAS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;70134.75592381613;0.0-0.5M
TAA537;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ARUJA;Comercio atacadista especializado de materiais de construcao nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;55555.257293556824;0.0-0.5M
TAA619;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;BELOHORIZONTE;Construcao de edificios;CONSTRUCAO E PROJETOS;INCORPORADORAS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;135657.8971304538;0.0-0.5M
TAA637;PROGRESS USER 11 CDU;SMS TOTVS SERIE T;SAOPAULO;Fabricacao de artigos de serralheria, exceto esquadrias;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;30963.717432424022;0.0-0.5M
TAA643;CDU LGT5 G. CAP HUMANO TRAD;CDU TOTVS SERIE T;SAOPAULO;Servicos combinados de escritorio e apoio administrativo;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;8035.2067306107865;0.0-0.5M
TAA655;CDU LGT FINANCEIRO TRAD;CDU TOTVS SERIE T;PASSOS;PESSOA FISICA (SEM CNAE);AGROINDUSTRIA;AGROINDUSTRIA;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;61953.47776124233;0.0-0.5M
TAA669;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Fornecimento e gestao de recursos humanos para terceiros;SERVICOS;PROVEDOR SERVICOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;51833.97332447271;0.0-0.5M
TAA670;CDU CORP TOTVS SAUDE RB1;CDU TOTVS SERIE T;CURITIBA;Servicos de remocao de pacientes, exceto os servicos moveis de atendimento a urgencias;SAUDE;HOSPITAIS;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;PR;34037.61577456329;0.0-0.5M
TAA672;PROG OPED REPL PLUS ENT MNT;SOFTWARE COMPLEMENTAR;SAOPAULO;Comercio atacadista de produtos siderurgicos e metalurgicos, exceto para construcao;LOGISTICA;ATACADISTA E DISTRIBUIDOR;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;269620.1641877001;0.0-0.5M
TAA687;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;PORTOALEGRE;Fabricacao de pneumaticos e de camaras-de-ar;MANUFATURA;METAL-MECANICO & PLASTICO;PROGRESS;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;134754.2821930769;0.0-0.5M
TAA750;ID INTERA DO 1 AO 15 ID;SAAS INTERA SOFTWARE;MAIRINQUE;Servicos combinados de escritorio e apoio administrativo;EDUCACIONAL;EDUCACAO CONTINUADA;CROSS - INTERA;MODALIDADE INTERA 18;105;00 - Mensal;SP;65153.067234824994;0.0-0.5M
TAA816;CDU LGT ESTOQUE E CUSTOS TRAD;CDU TOTVS SERIE T;DIVINOPOLIS;Fabricacao de laminados planos e tubulares de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;39750.170290111535;0.0-0.5M
TAABM3;TRANS DOC ELETR TSS EXCEDENTE;CLOUD COMPUTING.;ATIBAIA;Fabricacao de artefatos de cimento para uso na construcao;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;CLOUD INTERA;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;4477.154339265594;0.0-0.5M
TAABOO;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;SEBASTIANOPOLISDOSUL;Fabricacao de alcool;AGROINDUSTRIA;SUCROENERGETICO;AGROINDUSTRIA - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;1016343.7731003107;1.0-1.5M
TAABOR;SQLSVS8R2ENDVD;SOFTWARE COMPLEMENTAR;MATOZINHOS;Fabricacao de outras maquinas e equipamentos de uso geral nao especificados anteriormente, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;SOFTWARE COMPLEMENTAR;NAO INFORMADO;105;00 - Mensal;MG;27037.457581937488;0.0-0.5M
TAABOV;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PILARDOSUL;Comercio atacadista de mercadorias em geral, com predominancia de insumos agropecuarios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;300981.9112434334;0.0-0.5M
TAABOZ;MOTOR DE RESERVAS PMWEB - B2B;SAAS CMNET THEX;SAOPAULO;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;0.0378347163112778;0.0-0.5M
TAABP6;SMS TOTVS TEC USER;CDU TOTVS SERIE T;RECIFE;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;87079.60534842398;0.0-0.5M
TAABRO;SMS TOTVS TEC USER;SMS TOTVS SERIE T;SAOPAULO;Comercio varejista de outros produtos nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;41392.47443260729;0.0-0.5M
TAAC29;SMS TOTVS TEC USER;SMS TOTVS SERIE T;RIODEJANEIRO;Extracao de petroleo e gas natural;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;184347.5659095894;0.0-0.5M
TAAC31;SMS TOTVS TEC USER;CDU TOTVS SERIE T;VINHEDO;Instalacoes de sistema de prevencao contra incendio;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;70883.40406703955;0.0-0.5M
TAACCT;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;DIADEMA;Fabricacao de outros produtos derivados do petroleo, exceto produtos do refino;MANUFATURA;QUIMICA & RECICLAGEM;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;14214.37680242605;0.0-0.5M
TAACCX;SMS TOTVS TEC USER;CDU TOTVS SERIE T;UBERABA;Cultivo de soja;AGROINDUSTRIA;GRAOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;6233.416647290901;0.0-0.5M
TAACDU;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;VARZEAGRANDE;Comercio varejista de tintas e materiais para pintura;MANUFATURA;QUIMICA & RECICLAGEM;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MT;212843.7409789083;0.0-0.5M
TAACDW;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de outros produtos de metal nao especificados anteriormente;MANUFATURA;BENS DE CAPITAL;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;19932.324866977364;0.0-0.5M
TAACIN;CDU S1 MANUFATURA - TRAD;CDU TOTVS SERIE 1;PALMAS;Outros servicos de acabamento em fios, tecidos, artefatos texteis e pecas do vestuario;MANUFATURA;TEXTIL & VESTUARIO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;TO;548.5193093661703;0.0-0.5M
TAAFRL;FUSION 1 ANO	;CDU TOTVS SERIE T;SAOBERNARDODOCAMPO;Comercio atacadista de bebidas nao especificadas anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;280003.7339250355;0.0-0.5M
