CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
T14847;CDU TOTVS SERIE3 MANUFATURA TR;CDU TOTVS SERIE 3;CURITIBA;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;MANUFATURA - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;117,19;0.0-0.5M;3669;0,0;0,0;2;0;3;2;10,0;10,0;8,0;8,0;7,0;7,0;10,0;10,0;10,0
T14861;CDU LGT COMPRAS E SUPRIM TRAD;CDU TOTVS SERIE T;SANTACRUZDOSUL;Transporte rodoviario coletivo de passageiros, com itinerario fixo, municipal;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;74979,34;0.0-0.5M;5925;0,0;0,0;2;0;3;2;9,33;6,0;8,67;8,67;7,33;6,67;8,33;5,67;8,67
T14917;SMS LGT COMPRAS E SUPRIM TRAD;SMS TOTVS SERIE T;GUARULHOS;Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal;MANUFATURA;QUIMICA & RECICLAGEM;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;46927,82;0.0-0.5M;7135;0,0;0,0;2;0;3;2;9,25;9,5;9,25;9,25;9,25;8,0;9,0;9,25;8,75
T14930;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PINDORETAMA;Fabricacao de produtos diversos nao especificados anteriormente;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;9531,29;0.0-0.5M;7113;0,0;0,0;2;0;3;2;9,0;9,0;8,0;8,0;9,25;8,5;9,0;8,25;8,0
T14950;CDU TOTVS SERIE3 MANUFATURA TR;CDU TOTVS SERIE 3;ARAPONGAS;Incorporacao de empreendimentos imobiliarios;CONSTRUCAO E PROJETOS;INCORPORADORAS;MANUFATURA - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;6372,63;0.0-0.5M;4018;0,0;0,0;2;0;3;2;8,86;7,71;7,43;8,43;8,0;7,0;9,14;9,14;8,43
T15003;HORA COORD.DE IMPLANTACAO;CONSULTORIA TRADICIONAL;COLATINA;Comercio atacadista de cafe em grao;LOGISTICA;ATACADISTA E DISTRIBUIDOR;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;ES;612,62;0.0-0.5M;7091;0,0;0,0;2;0;3;2;9,0;10,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0
T15011;CDU CORP TOTVS EDUCACIONAL 1.0;CDU TOTVS SERIE T;MANAUS;Educacao profissional de nivel tecnico;EDUCACIONAL;SUPERIOR;EDUCACIONAL - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;AM;72282,62;0.0-0.5M;6203;1,0;0,0;2;0;3;2;6,75;5,75;6,75;6,75;6,75;5,5;6,75;6,75;6,75
T15034;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de livros, jornais e outras publicacoes;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;85358,74;0.0-0.5M;7070;1,0;0,0;2;0;3;2;8,0;7,0;7,0;7,0;6,0;7,0;7,0;8,0;8,0
T15035;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SERAFINACORREA;Fabricacao de conservas de legumes e outros vegetais, exceto palmito;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;141043,38;0.0-0.5M;5323;2,0;26897,85;2;0;3;2;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,5
T15045;CDU CORPORATIVO RB2.3 TABELA C;CDU TOTVS SERIE T;GUARULHOS;Comercio atacadista de produtos siderurgicos e metalurgicos, exceto para construcao;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;104785,02;0.0-0.5M;7076;4,0;20418,04;2;0;3;2;10,0;6,67;7,67;9,33;10,0;7,67;10,0;9,67;6,0
T15055;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOROQUE;Fabricacao de outras aguardentes e bebidas destiladas;MANUFATURA;BENS DE CONSUMO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;20040,09;0.0-0.5M;6538;0,0;0,0;2;0;3;2;10,0;10,0;10,0;10,0;10,0;7,0;10,0;10,0;10,0
T15061;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;NOVOMUNDO;Geracao de Energia Eletrica;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MT;6526,56;0.0-0.5M;7077;0,0;0,0;2;0;3;2;8,0;8,2;7,6;8,2;8,2;7,6;7,6;8,0;7,4
T15062;SMS TOTVS TEC USER;CDU TOTVS SERIE T;NAVEGANTES;Operacoes de terminais;LOGISTICA;PORTOS, RECINTOS ADUANEIROS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;127380,82;0.0-0.5M;5344;0,0;0,0;2;0;3;2;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0
T15074;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de aparelhos e equipamentos de medida, teste e controle;MANUFATURA;BENS DURAVEIS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;42883,86;0.0-0.5M;7058;0,0;0,0;2;0;3;2;5,2;6,6;6,0;5,6;6,0;4,8;5,8;6,0;5,8
T15080;SMS TOTVS TEC PROCESSOR X86 MU;CDU TOTVS SERIE T;RIODEJANEIRO;Comercio atacadista de bolsas, malas e artigos de viagem;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;106222,37;0.0-0.5M;7098;0,0;0,0;2;0;3;2;7,0;7,0;7,0;7,0;7,0;7,0;7,0;7,0;7,0
T15086;AR CORP APOIO PLANO SAUDE;SAAS INTERA SOFTWARE;SAOPAULO;Atividades de profissionais da area de saude nao especificadas anteriormente;SAUDE;CENTROS CLINICOS;SAUDE - CORPORATIVO;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;50402,98;0.0-0.5M;7073;2,0;22817,71;2;0;3;2;;;;;;;;;
T15122;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;SANTARITADOSAPUCAI;Fabricacao de materiais para medicina e odontologia;MANUFATURA;BENS DURAVEIS;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;29615,87;0.0-0.5M;7052;2,0;0,02;2;0;3;2;10,0;9,0;9,0;10,0;10,0;9,0;10,0;9,0;9,0
T15127;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de proteses e artigos de ortopedia;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;44036,77;0.0-0.5M;7065;0,0;0,0;2;0;3;2;;;;;;;;;
T15135;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;SAOPAULO;Ensino medio;EDUCACIONAL;BASICO;CROSS - INTERA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;55059,97;0.0-0.5M;7057;0,0;0,0;2;0;3;2;9,0;9,0;7,0;8,0;9,0;9,0;9,0;7,0;9,0
T15138;CDU CORPORATIVO RB2;CDU TOTVS SERIE T;JAGUARIUNA;Fabricacao de embalagens de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;21788,34;0.0-0.5M;7211;2,0;0,01;2;0;3;2;;;;;;;;;
T15140;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;CABREUVA;Fabricacao de equipamentos hidraulicos e pneumaticos, pecas e acessorios, exceto valvulas;MANUFATURA;BENS DE CAPITAL;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;47546,35;0.0-0.5M;7302;2,0;0,01;2;0;3;2;10,0;9,33;7,67;9,33;9,67;3,33;10,0;10,0;10,0
T15144;SMS TOTVS TEC USER;CDU TOTVS SERIE T;GUARULHOS;Comercio atacadista de marmores e granitos;VAREJO;MATERIAL DE CONSTRUCAO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;6298,72;0.0-0.5M;7063;0,0;0,0;2;0;3;2;5,0;3,5;5,0;5,0;5,0;5,0;5,0;5,0;5,0
T15145;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;ITAQUAQUECETUBA;Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;137319,69;0.0-0.5M;7064;0,0;0,0;2;0;3;2;8,0;9,0;8,67;8,67;8,67;8,0;8,0;8,0;8,0
T15159;CONSINCO NFC-E CDU POR PDV;SMS TOTVS SERIE T;RIOBRANCO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AC;239920,45;0.0-0.5M;7657;7,0;51403,75;2;0;1;3;6,5;6,75;6,5;6,5;7,5;7,0;8,0;6,5;7,0
T15162;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;BRASILIA;Aluguel de imoveis proprios;CONSTRUCAO E PROJETOS;INCORPORADORAS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;215,28;0.0-0.5M;3669;0,0;0,0;2;0;3;2;9,0;9,2;9,2;9,2;9,4;9,2;9,4;9,2;8,4
T15169;CDU IMPXEXP PARC TRAD;CDU TOTVS SERIE T;CASCAVEL;Abate de aves;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - PARCEIRO;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;43159,47;0.0-0.5M;5813;0,0;0,0;2;0;3;2;9,0;7,5;7,5;7,5;8,0;8,0;9,0;7,0;8,0
T15172;CDU CORP TOTVS VAREJO RB1.4;CDU TOTVS SERIE T;TIJUCAS;Servicos combinados de escritorio e apoio administrativo;SERVICOS;PROVEDOR SERVICOS;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SC;98015,73;0.0-0.5M;7024;3,0;17649,27;2;0;3;2;8,75;8,25;7,75;7,75;8,75;6,5;8,75;8,0;7,5
T15173;ASP EXPRESS MICROSIGA PROTHEUS;CLOUD COMPUTING.;ANAPOLIS;Fabricacao de embalagens de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;CLOUD;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;4526,15;0.0-0.5M;6030;2,0;317,81;2;0;3;2;7,83;7,83;7,33;7,33;7,67;6,5;6,67;7,67;7,67
T15176;PONTO DE VENDA - ADICIONAL - F;SAAS CMNET HOTAL;LINS;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;11047,64;0.0-0.5M;7110;1,0;87,15;2;0;3;2;5,0;5,0;5,0;5,25;5,0;5,0;5,0;3,75;3,75
T15225;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;UBERLANDIA;Comercio atacadista de frutas, verduras, raizes, tuberculos, hortalicas e legumes frescos;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;62918,36;0.0-0.5M;7038;2,0;0,01;2;0;3;2;9,0;9,0;8,0;8,0;9,0;8,0;9,0;8,0;8,0
T15232;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de pescados e frutos do mar;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;68980,9;0.0-0.5M;7030;0,0;0,0;2;0;3;2;8,0;7,5;6,0;8,0;7,5;5,5;7,5;8,0;7,0
T15238;CDU LGT LOJA PDV ALUG;CDU TOTVS SERIE T;SALVADOR;Aluguel de imoveis proprios;SERVICOS;PROVEDOR SERVICOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;29805,15;0.0-0.5M;7008;0,0;0,0;2;0;3;2;;;;;;;;;
T15240;CDU CORP SUPERMERC 1;CDU TOTVS SERIE T;PORTOALEGRE;Comercio varejista de plantas e flores naturais;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;SUPERMERCADOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;RS;45519,83;0.0-0.5M;7050;0,0;0,0;2;0;3;2;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0
T15283;PROG OPED STUDIO ND USR MNT;CDU TOTVS SERIE T;TAMBAU;Fabricacao de azulejos e pisos;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;157638,6;0.0-0.5M;7020;2,0;18999,65;2;0;3;2;7,25;10,0;5,0;8,0;9,5;4,5;9,5;8,25;6,75
T15289;SMS TOTVS TEC USER;CDU TOTVS SERIE T;JANDIRA;Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal;MANUFATURA;QUIMICA & RECICLAGEM;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;15248,05;0.0-0.5M;7020;0,0;0,0;2;0;3;2;7,67;8,67;7,67;8,0;9,0;7,67;7,67;8,0;8,0
T15314;CDU TOTVS I TRAD;CDU TOTVS SERIE T;SOROCABA;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;60480,77;0.0-0.5M;6755;2,0;29533,15;2;0;3;2;7,67;7,67;7,0;7,33;7,67;7,67;7,67;7,67;7,67
T15319;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista de tecidos;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;91141,71;0.0-0.5M;6995;0,0;0,0;2;0;3;2;10,0;10,0;8,0;9,0;10,0;10,0;10,0;10,0;9,0
T15331;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de leite e laticinios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;185645,18;0.0-0.5M;6994;4,0;8389,44;2;0;3;2;9,29;9,29;9,29;9,29;9,29;9,29;9,29;9,29;9,29
T15382;SMS TOTVS TEC USER;SMS TOTVS SERIE T;SAOPAULO;Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, hospitalar e de laboratorios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;7737,54;0.0-0.5M;6971;0,0;0,0;2;0;3;2;;;;;;;;;
T15389;SMS TOTVS TEC PROCESSOR X86 MU;SAAS SERIE T;SAOPAULO;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;180528,31;0.0-0.5M;6989;0,0;0,0;2;0;3;2;;;;;;;;;
T15393;TOTVS TEC USER;SMS TOTVS SERIE T;SAOPAULO;Atividades de organizacoes associativas patronais e empresariais;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;114216,19;0.0-0.5M;11983;0,0;0,0;2;0;3;2;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0
T15403;CDU CORP GEST HOSP PART;CDU TOTVS SERIE T;SAOPAULO;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgencias;SAUDE;HOSPITAIS;FEEDZ;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;9157,46;0.0-0.5M;6989;0,0;0,0;2;0;3;2;;;;;;;;;
T15411;HORA COORD.DE IMPLANTACAO;SMS TOTVS SERIE T;BRASILIA;Desenvolvimento e licenciamento de programas de computador customizaveis;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;32301,16;0.0-0.5M;6992;0,0;0,0;2;0;3;2;;;;;;;;;
T15456;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de material eletrico e eletronico para veiculos automotores, exceto baterias;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;26136,39;0.0-0.5M;6975;3,0;100,28;2;0;3;2;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
T15467;SMS TOTVS TEC USER;CDU TOTVS SERIE T;TERESINA;Administracao de cartoes de credito;SERVICOS;PROVEDOR DE SERVICOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PI;104820,79;0.0-0.5M;5440;1,0;1011,73;2;0;3;2;6,2;7,4;6,2;6,2;6,8;5,6;5,6;6,6;6,6
T15510;CDU LGT10 VENDAS FATURAM TRAD;CDU TOTVS SERIE T;SAOJOSEDORIOPRETO;Outras obras de engenharia civil nao especificadas anteriormente;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;61818,79;0.0-0.5M;5476;0,0;0,0;2;0;3;2;7,5;9,5;6,33;6,33;7,17;7,33;7,5;7,5;7,33
T15517;APP NO CODE PACK ESSENTIALS;SAAS FLUIG;LINHARES;PESSOA FISICA (SEM CNAE);SAUDE;SAUDE;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;ES;0,01;0.0-0.5M;1045;1,0;0,0;2;0;3;2;;;;;;;;;
T15526;CDU CORP TOTVS MANUFAT RB1.4;CDU TOTVS SERIE T;CAMPINAVERDE;Preparacao do leite;MANUFATURA;BENS DE CONSUMO;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;70107,64;0.0-0.5M;6953;2,0;0,01;2;0;3;2;9,5;9,5;9,5;9,5;9,5;7,5;9,5;9,5;9,5
T15532;CDU LGT LOJA PDV TRAD;CDU INFORMACOES EMPRESARIAS;NATAL;Comercio atacadista de carnes bovinas e suinas e derivados;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RN;916,26;0.0-0.5M;4178;0,0;0,0;2;0;3;2;9,5;9,0;7,5;8,0;9,0;7,5;8,5;8,0;8,0
T15550;CDU CORP TOTVS SAUDE RB1.4;CDU TOTVS SERIE T;GOIANIA;Planos de saude;SAUDE;CENTROS CLINICOS;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;GO;81385,18;0.0-0.5M;6937;0,0;0,0;2;0;3;2;7,0;6,0;7,0;7,0;7,0;7,0;7,0;7,0;7,0
T15560;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Desenvolvimento e licenciamento de programas de computador customizaveis;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;28269,88;0.0-0.5M;6930;0,0;0,0;2;0;3;2;8,0;8,5;8,5;8,5;8,5;8,5;8,5;8,5;9,0
T15561;A.R.  PROT. CONTABIL    TR/LIG;SMS TOTVS SERIE T;BRASILIA;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;24255,76;0.0-0.5M;6929;1,0;7402,07;2;0;3;2;;;;;;;;;
T15580;ASP CORPORATIVO;CONSULTORIA TRADICIONAL;SAOPAULO;Fabricacao de outros produtos de metal nao especificados anteriormente;MANUFATURA;BENS DE CAPITAL;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;11640,41;0.0-0.5M;6924;0,0;0,0;2;0;3;2;;;;;;;;;
T15583;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PARACATU;Fabricacao de laticinios;MANUFATURA;BENS DE CONSUMO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;17316,56;0.0-0.5M;6903;0,0;0,0;2;0;3;2;7,67;7,33;8,0;8,0;7,67;7,0;8,0;7,0;7,67
T15628;SMS TOTVS TEC USER;CDU TOTVS SERIE T;VARZEAPAULISTA;Fabricacao de vinagres;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;33033,59;0.0-0.5M;6890;1,0;4097,46;2;0;3;2;8,0;8,5;8,0;8,75;8,0;7,5;8,0;7,5;7,75
T15633;SMS TOTVS TEC USER;CDU TOTVS SERIE T;NOVALIMA;Carga e descarga;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;97875,3;0.0-0.5M;6910;2,0;1997,58;2;0;3;2;7,2;7,8;6,2;6,0;7,0;6,0;7,0;6,0;7,6
T15644;CDU CORPORATIVO RB1.3 TABELA C;CDU TOTVS SERIE T;FRANCISCOBELTRAO;Fabricacao de geradores de corrente continua e alternada, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;PR;81729,0;0.0-0.5M;5791;2,0;0,01;2;0;3;2;8,8;8,8;8,4;8,4;8,8;7,6;8,8;7,8;9,2
T15648;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;INDAIATUBA;Fabricacao de material eletrico para instalacoes em circuito de consumo;MANUFATURA;BENS DE CAPITAL;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;29522,56;0.0-0.5M;6902;2,0;0,01;2;0;3;2;;;;;;;;;
T15650;CDU CORP TOTVS SERVICOS RB2;CDU TOTVS SERIE T;FOZDOIGUACU;Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais;EDUCACIONAL;EDUCACAO CONTINUADA;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;PR;190144,11;0.0-0.5M;6531;2,0;0,02;2;0;3;2;5,25;7,75;5,25;5,75;5,75;5,25;6,0;5,25;5,5
T15669;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PEDROLEOPOLDO;Fabricacao de cal e gesso;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;9354,88;0.0-0.5M;6897;0,0;0,0;2;0;3;2;8,0;7,33;7,33;7,33;8,33;8,0;8,67;8,0;7,0
T15688;CDU FULL TOTVS TRAD;CLOUDFICACAO;SAOPAULO;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;29803,9;0.0-0.5M;5805;2,0;996,61;2;0;3;2;7,0;9,0;7,0;5,0;10,0;4,0;8,0;6,0;8,0
T15691;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;BARUERI;Outros representantes comerciais e agentes do comercio especializado em produtos nao especificados anteriormente;LOGISTICA;ATACADISTA E DISTRIBUIDOR;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;4404,55;0.0-0.5M;6887;0,0;0,0;2;0;3;2;8,67;8,33;8,0;8,0;7,33;7,67;8,0;8,33;8,33
T15697;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;DUQUEDECAXIAS;Concessionarias de rodovias, pontes, tuneis e servicos relacionados;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;20573,63;0.0-0.5M;6897;0,0;0,0;2;0;3;2;9,0;8,5;9,0;9,0;9,0;9,0;9,0;9,0;9,0
T15732;SMS TOTVS TEC USER;CDU TOTVS SERIE T;OURINHOS;Fabricacao de outras maquinas e equipamentos de uso geral nao especificados anteriormente, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;41665,15;0.0-0.5M;5791;0,0;0,0;2;0;3;2;8,2;9,0;8,0;8,2;8,0;7,2;8,2;8,2;8,0
T15737;SMS TOTVS TEC USER;CLOUDFICACAO;VITORIA;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;ES;72583,43;0.0-0.5M;5399;0,0;0,0;2;0;3;2;8,0;8,5;8,0;8,0;7,5;7,5;8,0;8,0;8,0
T15747;012GASFSEN1YL;CDU TOTVS SERIE T;APARECIDADEGOIANIA;Beneficiamento de arroz;AGROINDUSTRIA;GRAOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;43900,42;0.0-0.5M;5761;0,0;0,0;2;0;3;2;8,88;8,38;8,38;8,62;8,75;8,75;9,0;8,88;8,88
T15753;SMS FULL TOTVS TRAD;SMS TOTVS SERIE T;DUQUEDECAXIAS;Fabricacao de outros produtos quimicos inorganicos nao especificados anteriormente;MANUFATURA;QUIMICA & RECICLAGEM;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;13442,02;0.0-0.5M;6897;0,0;0,0;2;0;3;2;8,0;8,0;6,5;8,5;8,0;4,0;8,5;6,0;5,5
T15780;CDU CORPORATIVO RB2;SMS TOTVS SERIE T;CAIEIRAS;Fabricacao de embalagens de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;85051,3;0.0-0.5M;6891;0,0;0,0;2;0;3;2;8,6;8,0;8,0;8,4;8,4;8,0;9,0;8,6;8,4
T15822;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SALVADOR;Fabricacao de papel;MANUFATURA;PAPEL & CELULOSE;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;30462,11;0.0-0.5M;6867;0,0;0,0;2;0;3;2;9,8;9,6;7,8;8,4;9,8;9,4;9,8;9,2;9,8
