CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;telemetria_moduloid_moda;telemetria_productlineid_moda;telemetria_slotid_moda;telemetria_statuslicenca_moda;telemetria_contagem;NR_PROPOSTA_count;ITEM_PROPOSTA_agg_moda;HOSPEDAGEM_agg_moda;FAT_FAIXA_agg_moda;CD_PROD_agg_moda;QTD_median;QTD_sum;VL_PCT_DESC_TEMP_median;VL_PCT_DESC_TEMP_sum;VL_PCT_DESCONTO_median;VL_PCT_DESCONTO_sum;PRC_UNITARIO_median;PRC_UNITARIO_sum;VL_DESCONTO_TEMPORARIO_median;VL_DESCONTO_TEMPORARIO_sum;VL_TOTAL_median;VL_TOTAL_sum;VL_FULL_median;VL_FULL_sum;VL_DESCONTO_median;VL_DESCONTO_sum;MRR_12M_median;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
T60230;SMS  AN. DO CONTAS A RECEBER;SMS TOTVS SERIE T;SAOJOSEDORIOPARDO;Construcao de estacoes e redes de distribuicao de energia eletrica;CONSTRUCAO E PROJETOS;CONSTRUTORAS;FINANCIAL SERVICES (DIMENSA) - CORE;MODALIDADE ALUGUEL (LEGADO);105;00 - Mensal;SP;10949.85;0.0-0.5M;6202;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T60275;SMS TOTVS TEC USER;SMS TOTVS SERIE T;ARACARIGUAMA;Servicos combinados de escritorio e apoio administrativo;SERVICOS;PROVEDOR SERVICOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;13431.36;0.0-0.5M;5963;0.0;0.0;0;2;3;2;10.0;2.0;4000.0;Desconectado;780.0;;;;;;;;;;;;;;;;;;;;;;166.92;9.33;9.33;8.67;9.33;9.33;8.33;9.33;9.33;9.33
T60309;CDU CORP TOTVS OPER PLS SAUDE;CDU TOTVS SERIE T;SAOROQUE;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SAUDE - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;133145.77;0.0-0.5M;7734;3.0;2162.87;0;2;3;2;5553.0;6.0;4000.0;Desconectado;3561.0;5.0;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;1131001550;5.0;124.0;0.0;0.0;0.0;21.79;217.19;11818.44;0.0;0.0;5609.74;36181.89;5609.74;43271.37;0.0;7277.29;761.34;9.0;9.0;7.0;8.0;9.0;9.0;9.0;9.0;8.0
T60311;PROG OPED STUDIO ND USR MNT;SOFTWARE COMPLEMENTAR;SAOJOSEDOSCAMPOS;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;1029423.55;1.0-1.5M;6696;6.0;60650.68;0;1;0;1;5209.0;6.0;4001.0;Desconectado;34699.0;20.0;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;5J16017024;5.0;665.0;0.0;0.0;0.0;69.22;244.79;61879.7;0.0;0.0;3578.44;152154.35;0.13;179044.58;0.0;80139.76;1643.45;;;;;;;;;
T60327;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de material eletrico para instalacoes em circuito de consumo;MANUFATURA;BENS DE CAPITAL;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;749986.02;0.5-1.0M;5981;3.0;14106.56;0;1;0;3;5.0;2.0;4000.0;Desconectado;16568.0;4.0;1.0;ON PREMISES;Faixa 11 - Acima de 850 M;1131001030-6;3.5;14.0;0.0;0.0;0.0;0.0;15844.39;66022.9;0.0;0.0;21548.8;77603.3;21548.8;77603.3;0.0;0.0;6713.88;;;;;;;;;
T60330;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;VITORIA;Outras sociedades de participacao, exceto holdings;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;ES;5676.01;0.0-0.5M;313;2.0;5676.01;0;2;3;2;506.0;3.0;0.0;Desconectado;119.0;7.0;1.0;TOTVS CLOUD;Faixa 00 - Ate 4.5 M;0T63301012;1.0;9.0;0.0;0.0;0.0;25.85;371.86;5116.1;0.0;0.0;638.73;5586.42;638.73;8871.42;0.0;3355.07;439.51;;;;;;;;;
T60379;CDU CORP TOTVS OPER PLS SAUDE;SMS TOTVS SERIE T;VALENCA;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;SAUDE;HOSPITAIS;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;RJ;0.02;0.0-0.5M;5555;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7.5;7.0;7.5;7.0;6.5;7.0;7.0;4.0
T60392;CDU CORP TOTVS OPER PLS SAUDE;CDU TOTVS SERIE T;ITATIBA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;42593.76;0.0-0.5M;4626;3.0;9960.65;0;2;3;2;5565.0;6.0;4000.0;Desconectado;3078.0;4.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;1131001003-9;1.0;53.0;0.0;7.66;0.0;0.0;3768.82;14959.3;0.0;215.3;3768.82;16117.57;590.96;7378.3;0.0;0.0;1834.6;4.33;6.0;4.67;4.33;4.67;4.33;5.33;3.33;3.33
T60400;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ALFENAS;Comercio atacadista de cafe em grao;LOGISTICA;ATACADISTA E DISTRIBUIDOR;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;158917.27;0.0-0.5M;5925;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1212.3;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T60409;PROGRESS USER 11 CDU;CDU TOTVS SERIE T;GUARUJA;Outras atividades de atencao … saude humana nao especificadas anteriormente;SAUDE;OPERADORAS DE PLANOS DE SAUDE;PROGRESS;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;40210.0;0.0-0.5M;8784;1.0;1609.69;0;2;3;2;5537.0;6.0;4000.0;Desconectado;80.0;1.0;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;5J16017014;1.0;1.0;0.0;0.0;0.0;0.0;1609.69;1609.69;0.0;0.0;1609.69;1609.69;0.0;0.0;0.0;0.0;280.1;10.0;9.67;8.33;10.0;7.0;6.33;8.67;10.0;8.67
T60430;CDU CORP TOTVS OPER PLS SAUDE;SMS TOTVS SERIE T;SANTOANTONIODEPADUA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;RJ;0.02;0.0-0.5M;5555;0.0;0.0;0;2;3;2;5802.0;6.0;4000.0;Desconectado;507.0;;;;;;;;;;;;;;;;;;;;;;;8.0;6.0;7.0;7.0;8.0;6.0;8.0;8.0;7.0
T60435;TRANS DOC ELETR TSS EXCEDENTE;CLOUD COMPUTING.;SAOPAULO;Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;CLOUD INTERA;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;6930.61;0.0-0.5M;5954;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;31.2;7.5;7.5;5.5;4.5;4.5;6.5;9.0;5.5;9.0
T60441;TRANS DOC ELETR TSS EXCEDENTE;CLOUD COMPUTING.;SAOROQUE;Fabricacao de saboes e detergentes sinteticos;MANUFATURA;QUIMICA & RECICLAGEM;CLOUD INTERA;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;1822.87;0.0-0.5M;5954;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T60447;CDU CORP TOTVS OPER PLS SAUDE;CDU TOTVS SERIE T;JUNDIAI;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;36947.01;0.0-0.5M;4623;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1385.37;;;;;;;;;
T60449;CDU CORP TOTVS OPER PLS SAUDE;CDU TOTVS SERIE T;ARARAS;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;129355.92;0.0-0.5M;5777;5.0;10059.14;0;2;3;2;5553.0;6.0;4000.0;Desconectado;4920.0;6.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;1131001550;1.0;6.0;0.0;0.0;0.0;0.0;4337.3;41162.28;0.0;0.0;4337.3;41162.28;0.0;31104.03;0.0;0.0;4803.09;9.0;8.0;9.0;9.0;7.0;7.0;8.0;8.0;8.0
T60458;CDU PLANNING ADVANCED;SMS TOTVS SERIE T;VOLTAREDONDA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;BACKOFFICE - PARCEIRO;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;884953.65;0.5-1.0M;5555;1.0;2061.32;0;1;0;3;5562.0;6.0;4000.0;Desconectado;11440.0;16.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2012101-3;37.5;1168.0;0.0;0.0;1.66;44.06;77.36;1235.9;0.0;0.0;2703.61;85965.51;3163.93;89857.09;13.32;6655.52;3359.46;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
T60480;CDU CORP TOTVS OPER PLS SAUDE;CDU TOTVS SERIE T;ITAPETININGA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;37747.23;0.0-0.5M;4470;1.0;19227.57;0;2;3;2;;;;;;2.0;2.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;0111001000-5;3.0;6.0;0.0;0.0;3.15;6.31;3196.31;6392.62;0.0;0.0;9588.93;19177.85;11097.89;22195.79;1593.13;3186.26;2037.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
T60481;PROG OPED DATASVR ORACLE MNT;CDU TOTVS SERIE T;BAURU;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;PROGRESS;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;132779.35;0.0-0.5M;5521;1.0;3066.26;0;2;3;2;5537.0;6.0;4133.0;Desconectado;527.0;1.0;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;5J16017012;16.0;16.0;0.0;0.0;0.0;0.0;191.64;191.64;0.0;0.0;3066.26;3066.26;0.07;0.07;0.0;0.0;572.09;8.43;9.57;8.57;8.57;8.29;8.43;8.29;8.43;7.86
T60502;CDU CORP TOTVS OPER PLS SAUDE;CDU TOTVS SERIE T;BIRIGUI;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;43140.94;0.0-0.5M;4623;2.0;191.75;0;2;3;2;5209.0;6.0;4000.0;Desconectado;7302.0;2.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;1131001550;6.0;12.0;0.0;0.0;5.93;11.85;4281.79;8563.57;0.0;0.0;4366.28;8732.57;4402.79;8805.58;36.51;73.02;863.81;3.5;4.5;1.5;4.0;3.5;2.5;3.5;3.5;3.0
T60517;PROG OPED STUDIO ND USR MNT;SOFTWARE COMPLEMENTAR;ARARAQUARA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;469164.75;0.0-0.5M;5932;3.0;18614.39;0;2;0;3;5209.0;6.0;0.0;Desconectado;25737.0;21.0;1.0;ON PREMISES;Faixa 09 - De 300 M ate 500 M;2012101-3;5.0;564.77;0.0;0.0;0.0;15.55;101.22;39980.11;0.0;0.0;3100.13;90078.14;2039.34;67999.25;0.0;921.69;1753.17;8.5;8.0;8.5;8.5;8.5;8.5;8.5;7.5;7.5
T60518;CDU CORP TOTVS OPER PLS SAUDE;SMS TOTVS SERIE T;NOVAIGUACU;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;PROGRESS;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;17417.39;0.0-0.5M;5555;2.0;4798.48;0;2;3;2;5209.0;6.0;0.0;Desconectado;12727.0;2.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;1111001000-6;131.5;263.0;0.0;0.0;12.93;25.87;165.01;330.02;0.0;0.0;2314.89;4629.79;4222.44;8444.87;1907.54;3815.08;912.09;8.25;8.5;8.75;8.75;8.5;8.0;9.0;7.5;7.75
T60571;PROG OPED STUDIO ND USR MNT;CDU TOTVS SERIE T;CONTAGEM;Fabricacao de massas alimenticias;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;352094.52;0.0-0.5M;5688;1.0;4487.86;0;2;0;3;533.0;3.0;533.0;Desconectado;46945.0;3.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;2010083-8;5.0;30.0;0.0;0.0;0.0;0.0;125.72;4738.52;0.0;0.0;2998.65;8115.08;628.58;3627.21;0.0;0.0;601.75;10.0;9.33;8.0;7.67;10.0;8.0;9.67;9.33;8.67
T60579;CDU CORPORATIVO RB1.3 TABELA C;SAAS SERIE T;BLUMENAU;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;LOGISTICA;ATACADISTA E DISTRIBUIDOR;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;11562.83;0.0-0.5M;5948;1.0;557.07;0;2;3;2;;;;;;2.0;1.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;FDV.000035;1.0;2.0;0.0;0.0;3.97;7.93;256.2;512.41;0.0;0.0;256.2;512.41;315.79;631.57;58.41;116.83;;;;;;;;;;
T60580;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Atividades de apoio … agricultura nao especificadas anteriormente;AGROINDUSTRIA;AGROINDUSTRIA;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;3210.7;0.0-0.5M;5403;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;115.95;9.33;8.67;9.0;9.33;7.67;8.67;9.33;9.33;9.33
T60589;SMS TOTVS TEC USER;CDU TOTVS SERIE T;MANAUS;Fabricacao de aparelhos de recepcao, reproducao, gravacao e amplificacao de audio e video;MANUFATURA;BENS DURAVEIS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;AM;54862.65;0.0-0.5M;5582;0.0;0.0;0;2;3;2;7.0;2.0;0.0;Desconectado;367.0;;;;;;;;;;;;;;;;;;;;;;278.07;4.67;5.67;3.67;3.67;3.67;5.33;5.33;4.33;4.33
T60607;TOTVS TEC USER;CDU TOTVS SERIE T;TABOAODASERRA;Comercio atacadista de frutas, verduras, raizes, tuberculos, hortalicas e legumes frescos;VAREJO;SUPERMERCADO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;26115.2;0.0-0.5M;5819;0.0;0.0;0;2;3;2;5.0;2.0;4016.0;Desconectado;1054.0;;;;;;;;;;;;;;;;;;;;;;1115.18;9.5;9.5;9.5;9.5;9.5;7.5;9.5;10.0;9.5
T60617;CDU CORP TOTVS OPER PLS SAUDE;SOFTWARE COMPLEMENTAR;CAXIASDOSUL;Planos de saude;SAUDE;HOSPITAIS;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;RS;816085.05;0.5-1.0M;8734;7.0;184529.6;0;1;0;3;515.0;6.0;4000.0;Desconectado;19125.0;23.0;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;5J16017014;1.0;1724.0;0.0;7.85;0.0;140.46;2101.93;158641.47;0.0;1864.38;6000.82;296181.03;1345.15;195195.54;0.0;55882.31;4257.27;10.0;8.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T60625;CDU CORP TOTVS MANUFAT RB2.4;CDU TOTVS SERIE T;CONTAGEM;Fabricacao de embalagens metalicas;MANUFATURA;BENS DE CAPITAL;MANUFATURA - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;461548.29;0.0-0.5M;5575;3.0;3543.83;0;2;0;3;5508.0;6.0;4000.0;Desconectado;3609.0;4.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;1131001034-2;1.0;4.0;0.0;0.0;0.0;0.0;5181.87;17828.08;0.0;0.0;5181.87;17828.08;3546.83;14284.27;0.0;0.0;1082.01;8.83;8.67;8.67;8.83;8.83;8.0;8.83;8.5;8.33
T60633;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;CONTAGEM;Comercio atacadista especializado em outros produtos nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;2717.46;0.0-0.5M;5371;1.0;0.1;0;2;3;2;5508.0;6.0;4000.0;Desconectado;1907.0;;;;;;;;;;;;;;;;;;;;;;547.84;1.5;2.25;1.25;3.0;1.25;2.0;1.75;1.5;2.75
T60689;ID INT COMP: DO 1 AO 15;CLOUD COMPUTING.;SAOPAULO;Tratamento de dados, provedores de servicos de aplicacao e servicos de hospedagem na internet;SERVICOS;PROVEDOR SERVICOS;CROSS - INTERA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;1272.14;0.0-0.5M;5935;0.0;0.0;0;2;3;2;4012.0;0.0;0.0;Desconectado;85.0;;;;;;;;;;;;;;;;;;;;;;259.44;8.0;5.0;6.67;7.0;4.67;6.67;7.33;6.0;8.0
T60696;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;BELOHORIZONTE;Fabricacao de artigos opticos;MANUFATURA;BENS DURAVEIS;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;43614.32;0.0-0.5M;5710;3.0;14558.59;0;2;3;2;5200.0;6.0;4000.0;Desconectado;8206.0;4.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;1131001018-2;5.5;22.0;0.0;0.0;0.0;0.0;3630.39;13919.61;0.0;0.0;6232.01;27019.89;6232.01;27019.89;0.0;0.0;1798.28;7.2;7.0;5.8;6.8;6.6;4.4;6.8;7.2;7.6
T60699;SMS TOTVS TEC USER;SMS TOTVS SERIE T;SAOPAULO;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;19887.15;0.0-0.5M;5324;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T60716;CDU LGT GCH ON-DEMAND 10 TRA;CDU TOTVS SERIE T;MONTESCLAROS;Transporte rodoviario coletivo de passageiros, com itinerario fixo, intermunicipal, exceto em regiao metropolitana;SERVICOS;VIAGENS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;16063.97;0.0-0.5M;6348;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;2.0
T60720;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;ITAJAI;Armazens gerais - emissao de warrant;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;1092.6;0.0-0.5M;3672;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;227.62;9.5;8.5;9.5;9.5;8.5;7.0;9.5;9.5;9.5
T60726;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;EUSEBIO;Fabricacao de produtos de limpeza e polimento;MANUFATURA;QUIMICA & RECICLAGEM;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;CE;13568.57;0.0-0.5M;5932;2.0;0.01;0;2;3;2;5.0;2.0;4000.0;Desconectado;1867.0;2.0;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;1131001016-4;1.0;2.0;0.0;0.0;0.0;0.0;1407.54;2815.08;0.0;0.0;1407.54;2815.08;1407.54;2815.08;0.0;0.0;1091.18;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T60750;CDU COLAB NEO 2500 DOC;CDU TOTVS SERIE T;VALINHOS;Fabricacao de outros produtos quimicos nao especificados anteriormente;MANUFATURA;QUIMICA & RECICLAGEM;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;22619.27;0.0-0.5M;5533;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;222.58;;;;;;;;;
T60795;CDU CORP TOTVS OPER PLS SAUDE;SOFTWARE COMPLEMENTAR;BEBEDOURO;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;262199.23;0.0-0.5M;6267;5.0;25053.39;0;2;0;3;515.0;3.0;515.0;Desconectado;53655.0;11.0;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;2010067-2;11.5;731.5;0.0;0.0;0.0;24.76;84.08;9523.23;0.0;0.0;1510.09;53025.21;1162.96;32353.09;0.0;2164.82;1853.14;8.33;8.33;8.0;8.33;8.0;8.33;8.67;8.33;8.0
T60841;A.R.  PROT. G.CAP.HUM./LIG;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de materias-primas agricolas nao especificadas anteriormente;AGROINDUSTRIA;GRAOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;18185.78;0.0-0.5M;7173;0.0;0.0;0;2;3;2;9.0;2.0;4134.0;;2.0;;;;;;;;;;;;;;;;;;;;;;527.47;;;;;;;;;
T60842;PROGRESS USER 11 CDU;CDU TOTVS SERIE T;CONTAGEM;Fabricacao de luminarias e outros equipamentos de iluminacao;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;60673.08;0.0-0.5M;5197;0.0;0.0;0;2;3;2;5511.0;6.0;4173.0;Desconectado;2975.0;;;;;;;;;;;;;;;;;;;;;;326.33;8.75;8.0;8.5;8.5;8.75;8.0;8.75;8.5;8.0
T60859;AHGORA ESTRATEGICO;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista especializado de eletrodomesticos e equipamentos de audio e video;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;313055.38;0.0-0.5M;2756;1.0;0.01;0;2;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;
T60887;OPENEDGEENTRDBMSMNTCONCUSERS;SOFTWARE COMPLEMENTAR;GOVERNADORVALADARES;Fabricacao de laticinios;MANUFATURA;BENS DE CONSUMO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;298010.89;0.0-0.5M;4321;1.0;1423.34;0;2;0;3;5629.0;6.0;4000.0;Desconectado;8441.0;2.0;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;AUT.02.000001;34.0;68.0;0.0;0.0;9.82;19.64;20.8;41.61;0.0;0.0;711.53;1423.06;923.05;1846.1;211.52;423.04;1906.54;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T60892;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;NOVAMARILANDIA;Geracao de Energia Eletrica;SERVICOS;UTILITIES;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MT;17414.95;0.0-0.5M;5163;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;515.4;;;;;;;;;
T60951;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOJOSEDORIOPRETO;Locacao de outros meios de transporte nao especificados anteriormente, sem condutor;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;355.97;0.0-0.5M;5387;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;69.23;9.17;9.0;7.83;7.83;8.83;8.5;9.33;9.17;9.0
T60992;ADESAO TOTVS PRIVATE;CLOUD COMPUTING.;BARUERI;Corretores e agentes de seguros, de planos de previdencia complementar e de saude;SERVICOS;PROVEDOR DE SERVICOS;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;SP;24655.64;0.0-0.5M;2860;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T60994;CDU CORP TOTVS SERVICOS RB1;CDU TOTVS SERIE T;BARUERI;Fabricacao de embalagens de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;143389.41;0.0-0.5M;5914;4.0;63948.51;0;2;3;2;5.0;2.0;4024.0;Desconectado;7622.0;12.0;4.0;TOTVS CLOUD;Faixa 08 - De 150 M ate 300 M;7T63301081;1.0;33.0;0.0;31.53;0.0;67.26;1740.97;58513.73;0.0;2625.06;2610.17;62187.46;1431.53;86297.68;0.0;28312.24;3013.73;9.33;7.67;7.67;8.67;9.33;8.0;9.0;9.33;9.33
T61024;CDU CORPORATIVO RB2;CDU TOTVS SERIE T;CHAPECO;Comercio atacadista de moveis e artigos de colchoaria;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SC;342523.3;0.0-0.5M;5907;9.0;3611.57;0;2;0;3;5.0;2.0;4000.0;Desconectado;20656.0;13.0;1.0;ON PREMISES;Faixa 09 - De 300 M ate 500 M;71A3301149;2.0;107.0;0.0;0.0;0.0;0.0;60.11;26975.9;0.0;0.0;120.21;30317.71;120.21;30317.71;0.0;0.0;1703.99;7.2;8.6;6.4;6.6;8.0;6.8;7.6;6.8;7.4
